spend_id;spend_date;campaign_id;campaign_name;channel;impressions;clicks;spend_rub
668;2024-06-15;TG_LOCAL;Telegram Chelyabinsk;Telegram;5633;106;1741
669;2024-06-16;YA_BRAND;Yandex Brand;Yandex Ads;2869;151;3435
670;2024-06-16;YA_GENERIC;Yandex Generic;Yandex Ads;5588;239;7163
671;2024-06-16;VK_RETARGET;VK Retargeting;VK Ads;14815;147;3001
672;2024-06-16;TG_LOCAL;Telegram Chelyabinsk;Telegram;6277;111;1936
673;2024-06-17;YA_BRAND;Yandex Brand;Yandex Ads;3093;178;4373
674;2024-06-17;YA_GENERIC;Yandex Generic;Yandex Ads;5886;240;7172
675;2024-06-17;VK_RETARGET;VK Retargeting;VK Ads;19720;206;3765
676;2024-06-17;TG_LOCAL;Telegram Chelyabinsk;Telegram;6581;118;2123
677;2024-06-18;YA_BRAND;Yandex Brand;Yandex Ads;3331;181;4274
678;2024-06-18;YA_GENERIC;Yandex Generic;Yandex Ads;5317;233;7007
679;2024-06-18;VK_RETARGET;VK Retargeting;VK Ads;18830;191;3775
680;2024-06-18;TG_LOCAL;Telegram Chelyabinsk;Telegram;5731;100;1774
681;2024-06-19;YA_BRAND;Yandex Brand;Yandex Ads;2813;153;3946
682;2024-06-19;YA_GENERIC;Yandex Generic;Yandex Ads;5770;247;8071
683;2024-06-19;VK_RETARGET;VK Retargeting;VK Ads;20412;203;3674
684;2024-06-19;TG_LOCAL;Telegram Chelyabinsk;Telegram;6773;117;1865
685;2024-06-20;YA_BRAND;Yandex Brand;Yandex Ads;2771;156;3796
686;2024-06-20;YA_GENERIC;Yandex Generic;Yandex Ads;6327;277;8716
687;2024-06-20;VK_RETARGET;VK Retargeting;VK Ads;17718;183;3386
688;2024-06-20;TG_LOCAL;Telegram Chelyabinsk;Telegram;6524;113;1988
689;2024-06-21;YA_BRAND;Yandex Brand;Yandex Ads;3072;173;4162
690;2024-06-21;YA_GENERIC;Yandex Generic;Yandex Ads;5943;246;7412
691;2024-06-21;VK_RETARGET;VK Retargeting;VK Ads;20710;205;3742
692;2024-06-21;TG_LOCAL;Telegram Chelyabinsk;Telegram;6578;114;1997
693;2024-06-22;YA_BRAND;Yandex Brand;Yandex Ads;2982;168;3934
694;2024-06-22;YA_GENERIC;Yandex Generic;Yandex Ads;5605;226;7018
695;2024-06-22;VK_RETARGET;VK Retargeting;VK Ads;15363;154;2848
696;2024-06-22;TG_LOCAL;Telegram Chelyabinsk;Telegram;5610;103;1737
697;2024-06-23;YA_BRAND;Yandex Brand;Yandex Ads;3159;174;4043
698;2024-06-23;YA_GENERIC;Yandex Generic;Yandex Ads;4669;205;6515
699;2024-06-23;VK_RETARGET;VK Retargeting;VK Ads;15612;153;2770
700;2024-06-23;TG_LOCAL;Telegram Chelyabinsk;Telegram;5520;102;1767
701;2024-06-24;YA_BRAND;Yandex Brand;Yandex Ads;3157;172;3901
702;2024-06-24;YA_GENERIC;Yandex Generic;Yandex Ads;6052;251;7718
703;2024-06-24;VK_RETARGET;VK Retargeting;VK Ads;15660;162;3184
704;2024-06-24;TG_LOCAL;Telegram Chelyabinsk;Telegram;6852;123;1989
705;2024-06-25;YA_BRAND;Yandex Brand;Yandex Ads;2799;156;3900
706;2024-06-25;YA_GENERIC;Yandex Generic;Yandex Ads;5909;248;7680
707;2024-06-25;VK_RETARGET;VK Retargeting;VK Ads;18229;183;3526
708;2024-06-25;TG_LOCAL;Telegram Chelyabinsk;Telegram;7663;136;2212
709;2024-06-26;YA_BRAND;Yandex Brand;Yandex Ads;2928;165;4060
710;2024-06-26;YA_GENERIC;Yandex Generic;Yandex Ads;7358;303;8835
711;2024-06-26;VK_RETARGET;VK Retargeting;VK Ads;18309;177;3265
712;2024-06-26;TG_LOCAL;Telegram Chelyabinsk;Telegram;6556;120;1958
713;2024-06-27;YA_BRAND;Yandex Brand;Yandex Ads;3638;207;4673
714;2024-06-27;YA_GENERIC;Yandex Generic;Yandex Ads;5997;260;8444
715;2024-06-27;VK_RETARGET;VK Retargeting;VK Ads;19729;196;3643
716;2024-06-27;TG_LOCAL;Telegram Chelyabinsk;Telegram;7240;133;2207
717;2024-06-28;YA_BRAND;Yandex Brand;Yandex Ads;3156;182;4244
718;2024-06-28;YA_GENERIC;Yandex Generic;Yandex Ads;6553;288;8651
719;2024-06-28;VK_RETARGET;VK Retargeting;VK Ads;20741;204;3814
720;2024-06-28;TG_LOCAL;Telegram Chelyabinsk;Telegram;6466;121;2176
721;2024-06-29;YA_BRAND;Yandex Brand;Yandex Ads;2975;166;3792
722;2024-06-29;YA_GENERIC;Yandex Generic;Yandex Ads;4981;201;6242
723;2024-06-29;VK_RETARGET;VK Retargeting;VK Ads;13185;132;2653
724;2024-06-29;TG_LOCAL;Telegram Chelyabinsk;Telegram;5083;88;1551
725;2024-06-30;YA_BRAND;Yandex Brand;Yandex Ads;3077;163;3817
726;2024-06-30;YA_GENERIC;Yandex Generic;Yandex Ads;4963;216;6715
727;2024-06-30;VK_RETARGET;VK Retargeting;VK Ads;17083;178;3244
728;2024-06-30;TG_LOCAL;Telegram Chelyabinsk;Telegram;5639;98;1761
729;2024-07-01;YA_BRAND;Yandex Brand;Yandex Ads;3280;178;4545
730;2024-07-01;YA_GENERIC;Yandex Generic;Yandex Ads;6888;292;8671
731;2024-07-01;VK_RETARGET;VK Retargeting;VK Ads;18797;196;3837
732;2024-07-01;TG_LOCAL;Telegram Chelyabinsk;Telegram;5991;107;1946
733;2024-07-01;VK_SUMMER;VK Summer Gadgets;VK Ads;83888;648;9117
734;2024-07-02;YA_BRAND;Yandex Brand;Yandex Ads;3287;187;4557
735;2024-07-02;YA_GENERIC;Yandex Generic;Yandex Ads;6446;264;8444
736;2024-07-02;VK_RETARGET;VK Retargeting;VK Ads;16381;158;3189
737;2024-07-02;TG_LOCAL;Telegram Chelyabinsk;Telegram;6439;112;2039
738;2024-07-02;VK_SUMMER;VK Summer Gadgets;VK Ads;82374;651;9513
739;2024-07-03;YA_BRAND;Yandex Brand;Yandex Ads;3058;170;4229
740;2024-07-03;YA_GENERIC;Yandex Generic;Yandex Ads;6458;277;8677
741;2024-07-03;VK_RETARGET;VK Retargeting;VK Ads;20522;213;3845
742;2024-07-03;TG_LOCAL;Telegram Chelyabinsk;Telegram;7763;135;2330
743;2024-07-03;VK_SUMMER;VK Summer Gadgets;VK Ads;62416;512;7964
744;2024-07-04;YA_BRAND;Yandex Brand;Yandex Ads;3644;203;5060
745;2024-07-04;YA_GENERIC;Yandex Generic;Yandex Ads;6411;260;7645
746;2024-07-04;VK_RETARGET;VK Retargeting;VK Ads;18456;177;3295
747;2024-07-04;TG_LOCAL;Telegram Chelyabinsk;Telegram;7164;127;2301
748;2024-07-04;VK_SUMMER;VK Summer Gadgets;VK Ads;71695;577;9292
749;2024-07-05;YA_BRAND;Yandex Brand;Yandex Ads;3425;180;4546
750;2024-07-05;YA_GENERIC;Yandex Generic;Yandex Ads;5899;252;7468
751;2024-07-05;VK_RETARGET;VK Retargeting;VK Ads;18288;183;3703
752;2024-07-05;TG_LOCAL;Telegram Chelyabinsk;Telegram;7950;145;2318
753;2024-07-05;VK_SUMMER;VK Summer Gadgets;VK Ads;62764;517;8111
754;2024-07-06;YA_BRAND;Yandex Brand;Yandex Ads;3114;166;3854
755;2024-07-06;YA_GENERIC;Yandex Generic;Yandex Ads;5128;215;7047
756;2024-07-06;VK_RETARGET;VK Retargeting;VK Ads;16962;170;3162
757;2024-07-06;TG_LOCAL;Telegram Chelyabinsk;Telegram;6506;120;2004
758;2024-07-06;VK_SUMMER;VK Summer Gadgets;VK Ads;73744;565;8626
759;2024-07-07;YA_BRAND;Yandex Brand;Yandex Ads;3149;176;4028
760;2024-07-07;YA_GENERIC;Yandex Generic;Yandex Ads;6135;249;7503
761;2024-07-07;VK_RETARGET;VK Retargeting;VK Ads;15437;154;3148
762;2024-07-07;TG_LOCAL;Telegram Chelyabinsk;Telegram;5893;109;1926
763;2024-07-07;VK_SUMMER;VK Summer Gadgets;VK Ads;63799;528;7960
764;2024-07-08;YA_BRAND;Yandex Brand;Yandex Ads;3432;191;4334
765;2024-07-08;YA_GENERIC;Yandex Generic;Yandex Ads;6240;275;8243
766;2024-07-08;VK_RETARGET;VK Retargeting;VK Ads;19158;199;3583
767;2024-07-08;TG_LOCAL;Telegram Chelyabinsk;Telegram;7679;140;2235
768;2024-07-08;VK_SUMMER;VK Summer Gadgets;VK Ads;71639;595;9230
769;2024-07-09;YA_BRAND;Yandex Brand;Yandex Ads;3715;203;4974
770;2024-07-09;YA_GENERIC;Yandex Generic;Yandex Ads;5767;254;8220
771;2024-07-09;VK_RETARGET;VK Retargeting;VK Ads;19667;194;3608
772;2024-07-09;TG_LOCAL;Telegram Chelyabinsk;Telegram;6952;126;2083
773;2024-07-09;VK_SUMMER;VK Summer Gadgets;VK Ads;84874;685;10001
774;2024-07-10;YA_BRAND;Yandex Brand;Yandex Ads;3516;192;4777
775;2024-07-10;YA_GENERIC;Yandex Generic;Yandex Ads;6594;283;8548
776;2024-07-10;VK_RETARGET;VK Retargeting;VK Ads;17081;177;3602
777;2024-07-10;TG_LOCAL;Telegram Chelyabinsk;Telegram;6474;113;2012
778;2024-07-10;VK_SUMMER;VK Summer Gadgets;VK Ads;70064;546;8146
779;2024-07-11;YA_BRAND;Yandex Brand;Yandex Ads;3950;207;4639
780;2024-07-11;YA_GENERIC;Yandex Generic;Yandex Ads;6554;275;8792
781;2024-07-11;VK_RETARGET;VK Retargeting;VK Ads;18110;174;3497
782;2024-07-11;TG_LOCAL;Telegram Chelyabinsk;Telegram;6547;118;2135
783;2024-07-11;VK_SUMMER;VK Summer Gadgets;VK Ads;89632;719;10086
784;2024-07-12;YA_BRAND;Yandex Brand;Yandex Ads;3610;201;4939
785;2024-07-12;YA_GENERIC;Yandex Generic;Yandex Ads;5625;229;7497
786;2024-07-12;VK_RETARGET;VK Retargeting;VK Ads;18292;178;3180
787;2024-07-12;TG_LOCAL;Telegram Chelyabinsk;Telegram;7762;136;2324
788;2024-07-12;VK_SUMMER;VK Summer Gadgets;VK Ads;78916;615;9871
789;2024-07-13;YA_BRAND;Yandex Brand;Yandex Ads;2886;164;4225
790;2024-07-13;YA_GENERIC;Yandex Generic;Yandex Ads;5102;219;6533
791;2024-07-13;VK_RETARGET;VK Retargeting;VK Ads;18549;177;3225
792;2024-07-13;TG_LOCAL;Telegram Chelyabinsk;Telegram;6370;110;1961
793;2024-07-13;VK_SUMMER;VK Summer Gadgets;VK Ads;68025;531;7787
794;2024-07-14;YA_BRAND;Yandex Brand;Yandex Ads;2459;138;3526
795;2024-07-14;YA_GENERIC;Yandex Generic;Yandex Ads;5980;241;7447
796;2024-07-14;VK_RETARGET;VK Retargeting;VK Ads;17124;171;3456
797;2024-07-14;TG_LOCAL;Telegram Chelyabinsk;Telegram;6505;122;2022
798;2024-07-14;VK_SUMMER;VK Summer Gadgets;VK Ads;63201;531;8137
799;2024-07-15;YA_BRAND;Yandex Brand;Yandex Ads;3008;169;4047
800;2024-07-15;YA_GENERIC;Yandex Generic;Yandex Ads;7530;302;8826
801;2024-07-15;VK_RETARGET;VK Retargeting;VK Ads;18156;184;3527
802;2024-07-15;TG_LOCAL;Telegram Chelyabinsk;Telegram;6429;121;1939
803;2024-07-15;VK_SUMMER;VK Summer Gadgets;VK Ads;74593;605;9172
804;2024-07-16;YA_BRAND;Yandex Brand;Yandex Ads;3243;178;4431
805;2024-07-16;YA_GENERIC;Yandex Generic;Yandex Ads;5922;252;8385
806;2024-07-16;VK_RETARGET;VK Retargeting;VK Ads;18133;180;3559
807;2024-07-16;TG_LOCAL;Telegram Chelyabinsk;Telegram;6456;118;2139
808;2024-07-16;VK_SUMMER;VK Summer Gadgets;VK Ads;84170;643;9433
809;2024-07-17;YA_BRAND;Yandex Brand;Yandex Ads;3600;200;4728
810;2024-07-17;YA_GENERIC;Yandex Generic;Yandex Ads;6763;277;8717
811;2024-07-17;VK_RETARGET;VK Retargeting;VK Ads;15913;160;3262
812;2024-07-17;TG_LOCAL;Telegram Chelyabinsk;Telegram;7180;128;2148
813;2024-07-17;VK_SUMMER;VK Summer Gadgets;VK Ads;79164;607;8635
814;2024-07-18;YA_BRAND;Yandex Brand;Yandex Ads;3260;176;4443
815;2024-07-18;YA_GENERIC;Yandex Generic;Yandex Ads;7248;295;8876
816;2024-07-18;VK_RETARGET;VK Retargeting;VK Ads;17913;185;3418
817;2024-07-18;TG_LOCAL;Telegram Chelyabinsk;Telegram;6441;122;2018
818;2024-07-18;VK_SUMMER;VK Summer Gadgets;VK Ads;69861;572;9023
819;2024-07-19;YA_BRAND;Yandex Brand;Yandex Ads;3770;211;4985
820;2024-07-19;YA_GENERIC;Yandex Generic;Yandex Ads;6098;262;8384
821;2024-07-19;VK_RETARGET;VK Retargeting;VK Ads;20067;200;3823
822;2024-07-19;TG_LOCAL;Telegram Chelyabinsk;Telegram;6654;115;1847
823;2024-07-19;VK_SUMMER;VK Summer Gadgets;VK Ads;75217;577;9249
824;2024-07-20;YA_BRAND;Yandex Brand;Yandex Ads;2691;155;3763
825;2024-07-20;YA_GENERIC;Yandex Generic;Yandex Ads;5878;248;7585
826;2024-07-20;VK_RETARGET;VK Retargeting;VK Ads;18976;189;3493
827;2024-07-20;TG_LOCAL;Telegram Chelyabinsk;Telegram;5626;104;1871
828;2024-07-20;VK_SUMMER;VK Summer Gadgets;VK Ads;74836;580;8223
829;2024-07-21;YA_BRAND;Yandex Brand;Yandex Ads;3523;189;4329
830;2024-07-21;YA_GENERIC;Yandex Generic;Yandex Ads;5596;224;6575
831;2024-07-21;VK_RETARGET;VK Retargeting;VK Ads;14504;151;2902
832;2024-07-21;TG_LOCAL;Telegram Chelyabinsk;Telegram;6202;112;2038
833;2024-07-21;VK_SUMMER;VK Summer Gadgets;VK Ads;66309;521;8204
834;2024-07-22;YA_BRAND;Yandex Brand;Yandex Ads;3554;192;4836
835;2024-07-22;YA_GENERIC;Yandex Generic;Yandex Ads;6423;277;8958
836;2024-07-22;VK_RETARGET;VK Retargeting;VK Ads;19017;190;3549
837;2024-07-22;TG_LOCAL;Telegram Chelyabinsk;Telegram;6637;119;2123
838;2024-07-22;VK_SUMMER;VK Summer Gadgets;VK Ads;69563;538;8588
839;2024-07-23;YA_BRAND;Yandex Brand;Yandex Ads;2996;169;4231
840;2024-07-23;YA_GENERIC;Yandex Generic;Yandex Ads;7282;292;8789
841;2024-07-23;VK_RETARGET;VK Retargeting;VK Ads;17976;189;3685
842;2024-07-23;TG_LOCAL;Telegram Chelyabinsk;Telegram;5709;106;1936
843;2024-07-23;VK_SUMMER;VK Summer Gadgets;VK Ads;71438;563;8236
844;2024-07-24;YA_BRAND;Yandex Brand;Yandex Ads;3431;189;4505
845;2024-07-24;YA_GENERIC;Yandex Generic;Yandex Ads;6080;246;7475
846;2024-07-24;VK_RETARGET;VK Retargeting;VK Ads;17249;180;3468
847;2024-07-24;TG_LOCAL;Telegram Chelyabinsk;Telegram;6059;105;1893
848;2024-07-24;VK_SUMMER;VK Summer Gadgets;VK Ads;82643;683;9652
849;2024-07-25;YA_BRAND;Yandex Brand;Yandex Ads;3435;198;4940
850;2024-07-25;YA_GENERIC;Yandex Generic;Yandex Ads;6630;286;8813
851;2024-07-25;VK_RETARGET;VK Retargeting;VK Ads;18395;179;3243
852;2024-07-25;TG_LOCAL;Telegram Chelyabinsk;Telegram;5968;111;1939
853;2024-07-25;VK_SUMMER;VK Summer Gadgets;VK Ads;84023;664;10073
854;2024-07-26;YA_BRAND;Yandex Brand;Yandex Ads;3803;214;4841
855;2024-07-26;YA_GENERIC;Yandex Generic;Yandex Ads;6945;287;8621
856;2024-07-26;VK_RETARGET;VK Retargeting;VK Ads;20985;210;3811
857;2024-07-26;TG_LOCAL;Telegram Chelyabinsk;Telegram;6357;119;2130
858;2024-07-26;VK_SUMMER;VK Summer Gadgets;VK Ads;79180;644;9556
859;2024-07-27;YA_BRAND;Yandex Brand;Yandex Ads;3040;170;4036
860;2024-07-27;YA_GENERIC;Yandex Generic;Yandex Ads;6089;264;7906
861;2024-07-27;VK_RETARGET;VK Retargeting;VK Ads;18347;186;3487
862;2024-07-27;TG_LOCAL;Telegram Chelyabinsk;Telegram;6078;105;1852
863;2024-07-27;VK_SUMMER;VK Summer Gadgets;VK Ads;63719;536;8355
864;2024-07-28;YA_BRAND;Yandex Brand;Yandex Ads;2881;153;3759
865;2024-07-28;YA_GENERIC;Yandex Generic;Yandex Ads;4889;211;7016
866;2024-07-28;VK_RETARGET;VK Retargeting;VK Ads;19496;197;3498
867;2024-07-28;TG_LOCAL;Telegram Chelyabinsk;Telegram;5807;100;1661
868;2024-07-28;VK_SUMMER;VK Summer Gadgets;VK Ads;70258;555;8461
869;2024-07-29;YA_BRAND;Yandex Brand;Yandex Ads;3745;213;4952
870;2024-07-29;YA_GENERIC;Yandex Generic;Yandex Ads;7748;319;9299
871;2024-07-29;VK_RETARGET;VK Retargeting;VK Ads;20868;202;3608
872;2024-07-29;TG_LOCAL;Telegram Chelyabinsk;Telegram;7046;127;2087
873;2024-07-29;VK_SUMMER;VK Summer Gadgets;VK Ads;71091;594;8647
874;2024-07-30;YA_BRAND;Yandex Brand;Yandex Ads;3391;185;4603
875;2024-07-30;YA_GENERIC;Yandex Generic;Yandex Ads;6009;244;7482
876;2024-07-30;VK_RETARGET;VK Retargeting;VK Ads;18678;196;3662
877;2024-07-30;TG_LOCAL;Telegram Chelyabinsk;Telegram;6798;120;2018
878;2024-07-30;VK_SUMMER;VK Summer Gadgets;VK Ads;72822;568;8161
879;2024-07-31;YA_BRAND;Yandex Brand;Yandex Ads;3383;181;4375
880;2024-07-31;YA_GENERIC;Yandex Generic;Yandex Ads;5836;240;7482
881;2024-07-31;VK_RETARGET;VK Retargeting;VK Ads;19481;199;3617
882;2024-07-31;TG_LOCAL;Telegram Chelyabinsk;Telegram;6661;119;2089
883;2024-07-31;VK_SUMMER;VK Summer Gadgets;VK Ads;83535;645;9365
884;2024-08-01;YA_BRAND;Yandex Brand;Yandex Ads;3185;184;4351
885;2024-08-01;YA_GENERIC;Yandex Generic;Yandex Ads;7113;302;9144
886;2024-08-01;VK_RETARGET;VK Retargeting;VK Ads;18704;195;3606
887;2024-08-01;TG_LOCAL;Telegram Chelyabinsk;Telegram;7470;134;2376
888;2024-08-01;VK_SUMMER;VK Summer Gadgets;VK Ads;77381;601;9366
889;2024-08-02;YA_BRAND;Yandex Brand;Yandex Ads;3347;190;4759
890;2024-08-02;YA_GENERIC;Yandex Generic;Yandex Ads;6247;256;8061
891;2024-08-02;VK_RETARGET;VK Retargeting;VK Ads;19634;197;3813
892;2024-08-02;TG_LOCAL;Telegram Chelyabinsk;Telegram;7247;130;2092
893;2024-08-02;VK_SUMMER;VK Summer Gadgets;VK Ads;79553;611;8918
894;2024-08-03;YA_BRAND;Yandex Brand;Yandex Ads;3333;183;4511
895;2024-08-03;YA_GENERIC;Yandex Generic;Yandex Ads;6220;270;8497
896;2024-08-03;VK_RETARGET;VK Retargeting;VK Ads;19390;193;3545
897;2024-08-03;TG_LOCAL;Telegram Chelyabinsk;Telegram;6538;114;1939
898;2024-08-03;VK_SUMMER;VK Summer Gadgets;VK Ads;77242;617;9201
899;2024-08-04;YA_BRAND;Yandex Brand;Yandex Ads;3177;169;4089
900;2024-08-04;YA_GENERIC;Yandex Generic;Yandex Ads;6372;270;8417
901;2024-08-04;VK_RETARGET;VK Retargeting;VK Ads;17120;176;3456
902;2024-08-04;TG_LOCAL;Telegram Chelyabinsk;Telegram;5403;100;1710
903;2024-08-04;VK_SUMMER;VK Summer Gadgets;VK Ads;70318;562;8608
904;2024-08-05;YA_BRAND;Yandex Brand;Yandex Ads;4003;219;4989
905;2024-08-05;YA_GENERIC;Yandex Generic;Yandex Ads;7172;314;9216
906;2024-08-05;VK_RETARGET;VK Retargeting;VK Ads;19236;197;3710
907;2024-08-05;TG_LOCAL;Telegram Chelyabinsk;Telegram;7109;134;2248
908;2024-08-05;VK_SUMMER;VK Summer Gadgets;VK Ads;78319;652;9179
909;2024-08-06;YA_BRAND;Yandex Brand;Yandex Ads;4026;211;4751
910;2024-08-06;YA_GENERIC;Yandex Generic;Yandex Ads;6582;272;8378
911;2024-08-06;VK_RETARGET;VK Retargeting;VK Ads;21328;220;4037
912;2024-08-06;TG_LOCAL;Telegram Chelyabinsk;Telegram;7702;134;2289
913;2024-08-06;VK_SUMMER;VK Summer Gadgets;VK Ads;76369;601;8502
914;2024-08-07;YA_BRAND;Yandex Brand;Yandex Ads;4224;226;5169
915;2024-08-07;YA_GENERIC;Yandex Generic;Yandex Ads;7110;291;8998
916;2024-08-07;VK_RETARGET;VK Retargeting;VK Ads;22660;219;4118
917;2024-08-07;TG_LOCAL;Telegram Chelyabinsk;Telegram;7993;142;2269
918;2024-08-07;VK_SUMMER;VK Summer Gadgets;VK Ads;77536;624;9691
919;2024-08-08;YA_BRAND;Yandex Brand;Yandex Ads;3595;200;5077
920;2024-08-08;YA_GENERIC;Yandex Generic;Yandex Ads;7122;286;8953
921;2024-08-08;VK_RETARGET;VK Retargeting;VK Ads;22432;232;4125
922;2024-08-08;TG_LOCAL;Telegram Chelyabinsk;Telegram;7643;138;2452
923;2024-08-08;VK_SUMMER;VK Summer Gadgets;VK Ads;73964;620;9101
924;2024-08-09;YA_BRAND;Yandex Brand;Yandex Ads;4081;218;5316
925;2024-08-09;YA_GENERIC;Yandex Generic;Yandex Ads;6236;271;8900
926;2024-08-09;VK_RETARGET;VK Retargeting;VK Ads;23500;232;4235
927;2024-08-09;TG_LOCAL;Telegram Chelyabinsk;Telegram;7348;132;2392
928;2024-08-09;VK_SUMMER;VK Summer Gadgets;VK Ads;91218;732;10492
929;2024-08-10;YA_BRAND;Yandex Brand;Yandex Ads;3730;203;4586
930;2024-08-10;YA_GENERIC;Yandex Generic;Yandex Ads;6348;256;7627
931;2024-08-10;VK_RETARGET;VK Retargeting;VK Ads;17811;172;3442
932;2024-08-10;TG_LOCAL;Telegram Chelyabinsk;Telegram;6407;117;1890
933;2024-08-10;VK_SUMMER;VK Summer Gadgets;VK Ads;62223;505;7802
934;2024-08-11;YA_BRAND;Yandex Brand;Yandex Ads;2965;160;3932
935;2024-08-11;YA_GENERIC;Yandex Generic;Yandex Ads;5812;237;7580
936;2024-08-11;VK_RETARGET;VK Retargeting;VK Ads;15646;156;3029
937;2024-08-11;TG_LOCAL;Telegram Chelyabinsk;Telegram;7219;124;2022
938;2024-08-11;VK_SUMMER;VK Summer Gadgets;VK Ads;74310;593;8843
939;2024-08-12;YA_BRAND;Yandex Brand;Yandex Ads;3348;179;4524
940;2024-08-12;YA_GENERIC;Yandex Generic;Yandex Ads;6902;296;8875
941;2024-08-12;VK_RETARGET;VK Retargeting;VK Ads;19383;194;3824
942;2024-08-12;TG_LOCAL;Telegram Chelyabinsk;Telegram;8002;143;2324
943;2024-08-12;VK_SUMMER;VK Summer Gadgets;VK Ads;66794;558;8895
944;2024-08-13;YA_BRAND;Yandex Brand;Yandex Ads;3711;210;5137
945;2024-08-13;YA_GENERIC;Yandex Generic;Yandex Ads;6726;296;9404
946;2024-08-13;VK_RETARGET;VK Retargeting;VK Ads;22458;221;4103
947;2024-08-13;TG_LOCAL;Telegram Chelyabinsk;Telegram;6108;115;2045
948;2024-08-13;VK_SUMMER;VK Summer Gadgets;VK Ads;76084;621;9729
949;2024-08-14;YA_BRAND;Yandex Brand;Yandex Ads;3805;219;5294
950;2024-08-14;YA_GENERIC;Yandex Generic;Yandex Ads;6302;273;8811
951;2024-08-14;VK_RETARGET;VK Retargeting;VK Ads;21129;221;4091
952;2024-08-14;TG_LOCAL;Telegram Chelyabinsk;Telegram;8696;154;2456
953;2024-08-14;VK_SUMMER;VK Summer Gadgets;VK Ads;71379;549;8508
954;2024-08-15;YA_BRAND;Yandex Brand;Yandex Ads;3508;190;4816
955;2024-08-15;YA_GENERIC;Yandex Generic;Yandex Ads;6890;286;8830
956;2024-08-15;VK_RETARGET;VK Retargeting;VK Ads;23387;231;4180
957;2024-08-15;TG_LOCAL;Telegram Chelyabinsk;Telegram;6342;118;2155
958;2024-08-15;VK_SUMMER;VK Summer Gadgets;VK Ads;82206;659;9732
959;2024-08-16;YA_BRAND;Yandex Brand;Yandex Ads;3240;184;4312
960;2024-08-16;YA_GENERIC;Yandex Generic;Yandex Ads;6685;278;8348
961;2024-08-16;VK_RETARGET;VK Retargeting;VK Ads;18207;180;3463
962;2024-08-16;TG_LOCAL;Telegram Chelyabinsk;Telegram;7366;138;2341
963;2024-08-16;VK_SUMMER;VK Summer Gadgets;VK Ads;70282;584;8763
964;2024-08-17;YA_BRAND;Yandex Brand;Yandex Ads;3465;185;4443
965;2024-08-17;YA_GENERIC;Yandex Generic;Yandex Ads;6147;260;7582
966;2024-08-17;VK_RETARGET;VK Retargeting;VK Ads;15953;167;3007
967;2024-08-17;TG_LOCAL;Telegram Chelyabinsk;Telegram;6612;122;2012
968;2024-08-17;VK_SUMMER;VK Summer Gadgets;VK Ads;69238;540;7757
969;2024-08-18;YA_BRAND;Yandex Brand;Yandex Ads;3645;198;4499
970;2024-08-18;YA_GENERIC;Yandex Generic;Yandex Ads;5242;217;7132
971;2024-08-18;VK_RETARGET;VK Retargeting;VK Ads;16369;171;3367
972;2024-08-18;TG_LOCAL;Telegram Chelyabinsk;Telegram;6732;127;2023
973;2024-08-18;VK_SUMMER;VK Summer Gadgets;VK Ads;61282;490;7731
974;2024-08-19;YA_BRAND;Yandex Brand;Yandex Ads;3117;173;4360
975;2024-08-19;YA_GENERIC;Yandex Generic;Yandex Ads;7371;299;9187
976;2024-08-19;VK_RETARGET;VK Retargeting;VK Ads;21729;208;3977
977;2024-08-19;TG_LOCAL;Telegram Chelyabinsk;Telegram;6587;121;2067
978;2024-08-19;VK_SUMMER;VK Summer Gadgets;VK Ads;80255;665;10278
979;2024-08-20;YA_BRAND;Yandex Brand;Yandex Ads;3928;207;4754
980;2024-08-20;YA_GENERIC;Yandex Generic;Yandex Ads;8027;324;9690
981;2024-08-20;VK_RETARGET;VK Retargeting;VK Ads;16593;174;3364
982;2024-08-20;TG_LOCAL;Telegram Chelyabinsk;Telegram;7084;123;2025
983;2024-08-20;VK_SUMMER;VK Summer Gadgets;VK Ads;79704;632;9829
984;2024-08-21;YA_BRAND;Yandex Brand;Yandex Ads;3417;196;4741
985;2024-08-21;YA_GENERIC;Yandex Generic;Yandex Ads;6721;275;8439
986;2024-08-21;VK_RETARGET;VK Retargeting;VK Ads;17545;177;3538
987;2024-08-21;TG_LOCAL;Telegram Chelyabinsk;Telegram;6663;126;1998
988;2024-08-21;VK_SUMMER;VK Summer Gadgets;VK Ads;77196;604;8639
989;2024-08-22;YA_BRAND;Yandex Brand;Yandex Ads;3448;194;4676
990;2024-08-22;YA_GENERIC;Yandex Generic;Yandex Ads;5805;241;7929
991;2024-08-22;VK_RETARGET;VK Retargeting;VK Ads;17350;182;3432
992;2024-08-22;TG_LOCAL;Telegram Chelyabinsk;Telegram;6950;125;2095
993;2024-08-22;VK_SUMMER;VK Summer Gadgets;VK Ads;82879;640;9330
994;2024-08-23;YA_BRAND;Yandex Brand;Yandex Ads;3767;205;5240
995;2024-08-23;YA_GENERIC;Yandex Generic;Yandex Ads;7816;315;9210
996;2024-08-23;VK_RETARGET;VK Retargeting;VK Ads;21633;212;4164
997;2024-08-23;TG_LOCAL;Telegram Chelyabinsk;Telegram;7649;135;2170
998;2024-08-23;VK_SUMMER;VK Summer Gadgets;VK Ads;73829;617;9379
999;2024-08-24;YA_BRAND;Yandex Brand;Yandex Ads;2808;157;3925
