payment_id;order_id;payment_datetime;payment_method;payment_status;failure_reason;amount
1103235;703235;2024-05-25 23:37:57;СБП;successful;;92207
1103236;703236;2024-05-25 10:32:23;СБП;successful;;18345
1103237;703237;2024-05-25 15:09:46;Банковская карта;successful;;510
1103238;703238;2024-05-25 18:06:43;Наличными при получении;successful;;44770
1103239;703239;2024-05-25 20:57:34;Рассрочка;failed;Пользователь отменил оплату;4110
1103240;703240;2024-05-25 16:53:27;СБП;successful;;1835
1103241;703241;2024-05-25 11:09:45;Рассрочка;successful;;48752
1103242;703242;2024-05-26 12:13:56;СБП;successful;;60277
1103243;703243;2024-05-26 18:57:18;Банковская карта;successful;;40380
1103244;703244;2024-05-26 19:00:06;Банковская карта;successful;;23740
1103245;703245;2024-05-26 09:56:04;Рассрочка;successful;;1090
1103246;703246;2024-05-26 22:42:51;СБП;successful;;85828
1103247;703247;2024-05-26 22:42:09;СБП;refunded;Заказ отменён клиентом после оплаты;27345
1103248;703248;2024-05-26 19:56:47;Банковская карта;successful;;39490
1103249;703249;2024-05-26 17:44:33;ЮMoney;successful;;23716
1103250;703250;2024-05-26 18:50:28;Наличными при получении;successful;;35139
1103251;703251;2024-05-26 13:21:03;Банковская карта;successful;;11760
1103252;703252;2024-05-26 20:51:43;Банковская карта;successful;;6155
1103253;703253;2024-05-26 11:17:13;Рассрочка;successful;;8720
1103254;703254;2024-05-26 20:57:36;СБП;successful;;11567
1103255;703255;2024-05-26 17:24:13;Рассрочка;failed;Ошибка платёжного шлюза;7345
1103256;703256;2024-05-26 15:40:40;Наличными при получении;failed;Недостаточно средств;87180
1103257;703257;2024-05-26 21:28:55;Банковская карта;successful;;30580
1103258;703258;2024-05-26 21:02:18;СБП;failed;Отклонено банком;4631
1103259;703259;2024-05-26 23:50:32;Банковская карта;successful;;41600
1103260;703260;2024-05-26 20:32:08;Банковская карта;successful;;29492
1103261;703261;2024-05-26 21:44:35;Банковская карта;successful;;82990
1103262;703262;2024-05-26 21:58:23;Банковская карта;successful;;21242
1103263;703263;2024-05-26 22:42:15;Банковская карта;successful;;3875
1103264;703264;2024-05-26 13:25:01;Банковская карта;successful;;1731
1103265;703265;2024-05-26 20:28:42;ЮMoney;successful;;27480
1103266;703266;2024-05-27 18:29:17;ЮMoney;successful;;25835
1103267;703267;2024-05-27 19:02:38;Банковская карта;successful;;32839
1103268;703268;2024-05-27 13:21:43;Банковская карта;successful;;43500
1103269;703269;2024-05-27 13:56:42;Банковская карта;successful;;17850
1103270;703270;2024-05-27 16:16:38;Банковская карта;refunded;;3461
1103271;703271;2024-05-27 12:48:17;Банковская карта;failed;Недостаточно средств;68450
1103272;703272;2024-05-27 16:24:52;Банковская карта;successful;;3057
1103273;703273;2024-05-27 18:00:31;СБП;refunded;;22990
1103274;703274;2024-05-27 10:20:16;Рассрочка;successful;;69931
1103275;703275;2024-05-27 11:31:02;СБП;successful;;1791
1103276;703276;2024-05-27 20:29:23;Наличными при получении;successful;;1900
1103277;703277;2024-05-27 23:06:49;Банковская карта;successful;;36345
1103278;703278;2024-05-27 17:41:26;СБП;successful;;29801
1103279;703279;2024-05-27 14:31:44;Банковская карта;successful;;1045
1103280;703280;2024-05-27 16:26:51;СБП;successful;;2790
1103281;703281;2024-05-27 12:17:01;Банковская карта;successful;;20472
1103282;703282;2024-05-27 14:42:26;ЮMoney;successful;;66280
1103283;703283;2024-05-27 10:47:53;ЮMoney;successful;;19390
1103284;703284;2024-05-27 18:52:21;Банковская карта;successful;;6425
1103285;703285;2024-05-27 21:49:36;Банковская карта;successful;;62415
1103286;703286;2024-05-27 16:16:36;СБП;successful;;6984
1103287;703287;2024-05-27 14:45:29;Банковская карта;successful;;82753
1103288;703288;2024-05-27 19:39:38;Банковская карта;successful;;63861
1103289;703289;2024-05-27 23:00:47;СБП;failed;Ошибка платёжного шлюза;34490
1103290;703290;2024-05-27 22:34:47;СБП;successful;;14380
1103291;703291;2024-05-28 00:06:47;Рассрочка;successful;;65035
1103292;703292;2024-05-27 16:22:54;Банковская карта;successful;;1735
1103293;703293;2024-05-28 15:03:27;Банковская карта;successful;;20986
1103294;703294;2024-05-28 13:45:17;СБП;successful;;35117
1103295;703295;2024-05-28 18:50:46;ЮMoney;failed;Недостаточно средств;56930
1103296;703296;2024-05-28 08:21:30;ЮMoney;successful;;17680
1103297;703297;2024-05-28 15:05:21;Банковская карта;successful;;41580
1103298;703298;2024-05-28 19:38:02;Банковская карта;successful;;62640
1103299;703299;2024-05-28 16:03:33;Банковская карта;successful;;46313
1103300;703300;2024-05-28 13:34:27;Банковская карта;successful;;7265
1103301;703301;2024-05-28 09:50:06;СБП;failed;Недостаточно средств;6803
1103302;703302;2024-05-28 13:47:29;Банковская карта;successful;;50373
1103303;703303;2024-05-28 16:19:53;Наличными при получении;successful;;22885
1103304;703304;2024-05-28 14:39:08;Банковская карта;successful;;3134
1103305;703305;2024-05-28 14:36:41;СБП;successful;;1441
1103306;703306;2024-05-28 17:25:45;СБП;successful;;36380
1103307;703307;2024-05-28 21:23:55;СБП;successful;;19157
1103308;703308;2024-05-28 16:01:15;Банковская карта;refunded;;24094
1103309;703309;2024-05-28 16:14:07;Банковская карта;successful;;953
1103310;703310;2024-05-28 16:48:50;Банковская карта;failed;Ошибка платёжного шлюза;50580
1103311;703311;2024-05-28 14:34:07;Рассрочка;failed;Отклонено банком;6940
1103312;703312;2024-05-28 08:14:57;СБП;successful;;18526
1103313;703313;2024-05-28 12:36:25;Банковская карта;successful;;12806
1103314;703314;2024-05-28 18:04:12;СБП;successful;;33578
1103315;703315;2024-05-28 15:08:58;СБП;successful;;14586
1103316;703316;2024-05-28 11:19:05;СБП;successful;;19155
1103317;703317;2024-05-28 18:13:20;Рассрочка;failed;Недостаточно средств;10580
1103318;703318;2024-05-28 15:03:59;Банковская карта;successful;;4455
1103319;703319;2024-05-28 13:46:26;СБП;successful;;23600
1103320;703320;2024-05-28 16:42:46;Банковская карта;failed;Пользователь отменил оплату;24940
1103321;703321;2024-05-28 20:03:49;Банковская карта;successful;;1053
1103322;703322;2024-05-28 19:40:37;Наличными при получении;successful;;4110
1103323;703323;2024-05-28 13:27:03;Банковская карта;successful;;50680
1103324;703324;2024-05-28 12:02:37;Банковская карта;successful;;5980
1103325;703325;2024-05-29 18:22:24;СБП;refunded;Заказ отменён клиентом после оплаты;6239
1103326;703326;2024-05-29 13:36:51;Банковская карта;successful;;50061
1103327;703327;2024-05-29 18:23:21;СБП;successful;;59280
1103328;703328;2024-05-29 18:17:05;Банковская карта;successful;;3090
1103329;703329;2024-05-29 18:32:40;Банковская карта;successful;;1381
1103330;703330;2024-05-29 16:03:45;Банковская карта;successful;;147140
1103331;703331;2024-05-29 19:46:04;ЮMoney;successful;;42240
1103332;703332;2024-05-29 12:10:36;СБП;successful;;51111
1103333;703333;2024-05-29 11:53:15;СБП;successful;;91780
1103334;703334;2024-05-29 23:41:21;Рассрочка;failed;Ошибка платёжного шлюза;21826
1103335;703335;2024-05-29 15:40:22;Банковская карта;successful;;103191
1103336;703336;2024-05-29 19:42:43;Банковская карта;successful;;2980
1103337;703337;2024-05-29 16:03:31;СБП;successful;;64990
1103338;703338;2024-05-29 15:16:31;СБП;successful;;1278
1103339;703339;2024-05-29 17:47:54;Банковская карта;successful;;76580
1103340;703340;2024-05-29 13:56:34;Наличными при получении;successful;;63495
1103341;703341;2024-05-29 08:51:49;Банковская карта;refunded;Заказ отменён клиентом после оплаты;4905
1103342;703342;2024-05-29 16:56:34;СБП;successful;;72561
1103343;703343;2024-05-29 19:14:38;Банковская карта;successful;;12957
1103344;703344;2024-05-29 23:03:01;Банковская карта;successful;;26590
1103345;703345;2024-05-29 21:26:58;Банковская карта;successful;;38187
1103346;703346;2024-05-29 22:23:45;СБП;successful;;69990
1103347;703347;2024-05-29 18:46:27;Наличными при получении;successful;;22886
1103348;703348;2024-05-29 15:01:18;Наличными при получении;failed;Отклонено банком;78345
1103349;703349;2024-05-29 19:25:48;Наличными при получении;successful;;110917
1103350;703350;2024-05-29 16:27:15;СБП;successful;;32345
1103351;703351;2024-05-30 21:01:34;СБП;successful;;1090
1103352;703352;2024-05-30 19:08:47;Наличными при получении;successful;;13628
1103353;703353;2024-05-30 10:47:24;СБП;successful;;28380
1103354;703354;2024-05-30 15:25:01;Банковская карта;successful;;7567
1103355;703355;2024-05-30 17:50:38;СБП;successful;;25990
1103356;703356;2024-05-30 15:37:25;Банковская карта;successful;;20780
1103357;703357;2024-05-30 17:52:21;Банковская карта;successful;;10510
1103358;703358;2024-05-30 14:13:19;Банковская карта;successful;;36615
1103359;703359;2024-05-30 18:19:26;Банковская карта;successful;;1861
1103360;703360;2024-05-30 17:51:33;Наличными при получении;successful;;44181
1103361;703361;2024-05-30 19:54:11;Банковская карта;successful;;1122
1103362;703362;2024-05-30 10:36:18;Банковская карта;successful;;8345
1103363;703363;2024-05-30 18:49:11;СБП;successful;;2155
1103364;703364;2024-05-30 19:37:59;Наличными при получении;successful;;41935
1103365;703365;2024-05-30 14:16:25;СБП;refunded;;8101
1103366;703366;2024-05-30 16:13:24;СБП;successful;;1030
1103367;703367;2024-05-30 10:40:50;Банковская карта;successful;;68601
1103368;703368;2024-05-30 19:09:51;Наличными при получении;successful;;6345
1103369;703369;2024-05-30 18:49:33;Банковская карта;successful;;28990
1103370;703370;2024-05-31 12:55:01;ЮMoney;successful;;7880
1103371;703371;2024-05-31 17:24:14;СБП;successful;;71399
1103372;703372;2024-05-31 10:59:14;Банковская карта;successful;;4380
1103373;703373;2024-05-31 18:46:04;Банковская карта;successful;;24975
1103374;703374;2024-05-31 18:22:12;Рассрочка;successful;;68783
1103375;703375;2024-05-31 14:53:04;ЮMoney;successful;;35052
1103376;703376;2024-05-31 17:26:31;Наличными при получении;successful;;1701
1103377;703377;2024-05-31 22:59:25;СБП;successful;;17377
1103378;703378;2024-05-31 13:04:05;Банковская карта;successful;;125045
1103379;703379;2024-05-31 17:59:09;Рассрочка;failed;Недостаточно средств;1795
1103380;703380;2024-05-31 13:53:34;Рассрочка;successful;;77700
1103381;703381;2024-05-31 13:36:57;ЮMoney;successful;;39567
1103382;703382;2024-05-31 19:02:48;ЮMoney;successful;;3081
1103383;703383;2024-05-31 11:30:46;ЮMoney;successful;;36186
1103384;703384;2024-05-31 14:53:19;Банковская карта;failed;Отклонено банком;50400
1103385;703385;2024-05-31 21:41:40;СБП;successful;;2420
1103386;703386;2024-05-31 23:34:29;Банковская карта;successful;;18800
1103387;703387;2024-05-31 10:40:32;Наличными при получении;successful;;54863
1103388;703388;2024-05-31 18:14:25;Банковская карта;failed;Отклонено банком;34751
1103389;703389;2024-05-31 18:58:39;Рассрочка;successful;;4294
1103390;703390;2024-06-01 12:47:15;Банковская карта;failed;Пользователь отменил оплату;26130
1103391;703391;2024-06-01 20:51:08;СБП;successful;;4080
1103392;703392;2024-06-01 17:12:18;Банковская карта;successful;;26481
1103393;703393;2024-06-01 20:58:38;Банковская карта;successful;;4491
1103394;703394;2024-06-01 23:04:39;ЮMoney;failed;Отклонено банком;46830
1103395;703395;2024-06-01 12:04:23;Банковская карта;successful;;40935
1103396;703396;2024-06-01 15:18:10;СБП;successful;;117071
1103397;703397;2024-06-01 15:08:39;Банковская карта;successful;;60231
1103398;703398;2024-06-01 18:51:59;Банковская карта;successful;;32970
1103399;703399;2024-06-01 13:16:29;Банковская карта;successful;;55735
1103400;703400;2024-06-01 22:35:30;Банковская карта;successful;;18081
1103401;703401;2024-06-01 19:18:52;Наличными при получении;refunded;Заказ отменён клиентом после оплаты;18181
1103402;703402;2024-06-01 13:52:00;Банковская карта;successful;;141156
1103403;703403;2024-06-01 22:38:01;Рассрочка;successful;;28840
1103404;703404;2024-06-01 16:10:33;Банковская карта;successful;;63874
1103405;703405;2024-06-01 12:32:34;СБП;successful;;1239
1103406;703406;2024-06-01 14:02:40;Наличными при получении;successful;;50157
1103407;703407;2024-06-01 18:08:41;Банковская карта;successful;;35940
1103408;703408;2024-06-01 19:24:49;Банковская карта;successful;;7371
1103409;703409;2024-06-01 16:21:13;Банковская карта;failed;Недостаточно средств;834
1103410;703410;2024-06-01 17:35:30;СБП;successful;;43047
1103411;703411;2024-06-01 13:51:44;Банковская карта;successful;;46191
1103412;703412;2024-06-01 18:51:32;Рассрочка;successful;;36955
1103413;703413;2024-06-01 19:15:42;Банковская карта;successful;;62201
1103414;703414;2024-06-01 13:34:07;СБП;successful;;12115
1103415;703415;2024-06-01 12:20:23;Банковская карта;successful;;18180
1103416;703416;2024-06-01 21:56:49;Банковская карта;successful;;33557
1103417;703417;2024-06-01 13:28:16;Наличными при получении;successful;;122136
1103418;703418;2024-06-01 23:12:08;Наличными при получении;successful;;981
1103419;703419;2024-06-01 20:43:10;СБП;successful;;5057
1103420;703420;2024-06-01 18:19:54;Банковская карта;successful;;37979
1103421;703421;2024-06-01 17:38:02;СБП;successful;;39035
1103422;703422;2024-06-02 10:48:49;Банковская карта;failed;Недостаточно средств;32761
1103423;703423;2024-06-02 11:50:40;Банковская карта;successful;;8540
1103424;703424;2024-06-03 00:07:31;Банковская карта;successful;;7647
1103425;703425;2024-06-02 17:59:59;СБП;failed;Недостаточно средств;1348
1103426;703426;2024-06-02 18:09:08;СБП;successful;;5080
1103427;703427;2024-06-02 10:05:42;Банковская карта;refunded;Заказ отменён клиентом после оплаты;66421
1103428;703428;2024-06-02 17:11:30;СБП;successful;;4276
1103429;703429;2024-06-02 14:23:46;СБП;successful;;17601
1103430;703430;2024-06-02 13:04:17;Банковская карта;successful;;64567
1103431;703431;2024-06-02 19:26:54;СБП;successful;;34175
1103432;703432;2024-06-02 11:55:37;Банковская карта;successful;;6567
1103433;703433;2024-06-02 10:17:05;СБП;successful;;40595
1103434;703434;2024-06-02 17:44:34;Банковская карта;successful;;30216
1103435;703435;2024-06-02 15:46:43;СБП;successful;;86916
1103436;703436;2024-06-02 13:27:01;Банковская карта;successful;;8280
1103437;703437;2024-06-02 20:52:35;Банковская карта;successful;;15655
1103438;703438;2024-06-02 17:09:27;Банковская карта;failed;Пользователь отменил оплату;43326
1103439;703439;2024-06-02 11:13:27;СБП;successful;;43990
1103440;703440;2024-06-02 21:14:51;СБП;successful;;18481
1103441;703441;2024-06-02 21:35:43;Банковская карта;failed;Ошибка платёжного шлюза;2781
1103442;703442;2024-06-02 13:16:41;Банковская карта;successful;;121686
1103443;703443;2024-06-02 18:59:41;СБП;successful;;129658
1103444;703444;2024-06-02 21:52:08;Банковская карта;successful;;26556
1103445;703445;2024-06-02 11:46:01;Банковская карта;successful;;126180
1103446;703446;2024-06-02 12:20:42;Рассрочка;successful;;2778
1103447;703447;2024-06-02 20:39:24;Наличными при получении;successful;;17981
1103448;703448;2024-06-02 23:40:33;Наличными при получении;successful;;111035
1103449;703449;2024-06-02 14:40:32;Наличными при получении;successful;;128490
1103450;703450;2024-06-02 15:18:26;Банковская карта;refunded;;2019
1103451;703451;2024-06-02 23:50:17;Банковская карта;successful;;70030
1103452;703452;2024-06-02 10:24:26;Банковская карта;successful;;11005
1103453;703453;2024-06-02 09:19:55;СБП;successful;;47414
1103454;703454;2024-06-03 13:25:06;СБП;successful;;3835
1103455;703455;2024-06-03 13:44:42;Наличными при получении;successful;;2699
1103456;703456;2024-06-03 09:27:22;Банковская карта;failed;Недостаточно средств;68811
1103457;703457;2024-06-03 09:34:53;Наличными при получении;successful;;20443
1103458;703458;2024-06-03 12:57:59;ЮMoney;successful;;557
1103459;703459;2024-06-03 14:16:16;СБП;successful;;27490
1103460;703460;2024-06-03 14:10:03;Банковская карта;successful;;45380
1103461;703461;2024-06-03 16:54:11;Банковская карта;successful;;43216
1103462;703462;2024-06-03 15:29:19;Банковская карта;successful;;72345
1103463;703463;2024-06-03 18:23:42;Банковская карта;successful;;85280
1103464;703464;2024-06-03 15:46:08;Банковская карта;successful;;2735
1103465;703465;2024-06-03 14:01:29;Наличными при получении;successful;;40557
1103466;703466;2024-06-03 12:01:06;Банковская карта;successful;;22035
1103467;703467;2024-06-03 19:27:24;ЮMoney;successful;;3191
1103468;703468;2024-06-03 20:26:36;Банковская карта;successful;;2567
1103469;703469;2024-06-03 17:09:45;Рассрочка;successful;;30812
1103470;703470;2024-06-03 15:28:31;Банковская карта;successful;;87417
1103471;703471;2024-06-03 14:49:24;СБП;successful;;34866
1103472;703472;2024-06-03 17:29:44;ЮMoney;successful;;63236
1103473;703473;2024-06-03 12:25:23;Банковская карта;successful;;78490
1103474;703474;2024-06-03 19:15:24;Банковская карта;successful;;5664
1103475;703475;2024-06-03 16:45:26;Наличными при получении;successful;;10211
1103476;703476;2024-06-03 16:44:53;Наличными при получении;successful;;17300
1103477;703477;2024-06-03 17:19:18;Рассрочка;successful;;112280
1103478;703478;2024-06-03 17:26:08;Банковская карта;successful;;17206
1103479;703479;2024-06-03 14:15:45;СБП;successful;;86665
1103480;703480;2024-06-04 16:20:20;СБП;successful;;4789
1103481;703481;2024-06-04 19:09:31;Банковская карта;successful;;28080
1103482;703482;2024-06-04 15:29:32;Банковская карта;successful;;156958
1103483;703483;2024-06-04 21:14:50;Наличными при получении;successful;;73567
1103484;703484;2024-06-04 18:07:54;Банковская карта;successful;;75482
1103485;703485;2024-06-04 13:48:36;Рассрочка;successful;;24419
1103486;703486;2024-06-04 19:05:10;СБП;successful;;64490
1103487;703487;2024-06-04 15:23:37;Банковская карта;successful;;46080
1103488;703488;2024-06-04 21:24:47;Банковская карта;successful;;13090
1103489;703489;2024-06-04 16:27:09;СБП;successful;;65456
1103490;703490;2024-06-04 22:35:40;Банковская карта;successful;;19571
1103491;703491;2024-06-04 14:27:47;Банковская карта;successful;;88260
1103492;703492;2024-06-04 13:59:33;ЮMoney;successful;;35117
1103493;703493;2024-06-04 16:49:10;Наличными при получении;successful;;2480
1103494;703494;2024-06-04 16:06:18;Банковская карта;successful;;2990
1103495;703495;2024-06-04 10:24:36;Банковская карта;successful;;854
1103496;703496;2024-06-04 18:08:12;Банковская карта;successful;;61296
1103497;703497;2024-06-04 23:48:28;Наличными при получении;successful;;24861
1103498;703498;2024-06-04 15:12:57;Наличными при получении;successful;;862
1103499;703499;2024-06-04 10:29:12;Банковская карта;successful;;5180
1103500;703500;2024-06-04 10:09:44;СБП;successful;;40789
1103501;703501;2024-06-04 21:46:30;Банковская карта;successful;;85567
1103502;703502;2024-06-05 18:32:02;СБП;successful;;39790
1103503;703503;2024-06-05 23:32:26;Рассрочка;successful;;65567
1103504;703504;2024-06-05 23:40:21;СБП;successful;;11990
1103505;703505;2024-06-05 18:02:49;Банковская карта;successful;;2000
1103506;703506;2024-06-05 14:07:53;Банковская карта;successful;;4555
1103507;703507;2024-06-05 17:57:28;Банковская карта;successful;;19005
1103508;703508;2024-06-05 20:12:35;Банковская карта;successful;;27500
1103509;703509;2024-06-05 18:11:23;Рассрочка;successful;;32261
1103510;703510;2024-06-05 17:40:11;Рассрочка;successful;;20470
1103511;703511;2024-06-05 21:42:29;Банковская карта;successful;;1879
1103512;703512;2024-06-05 15:02:29;СБП;successful;;2735
1103513;703513;2024-06-05 17:35:27;СБП;successful;;77590
1103514;703514;2024-06-05 19:16:29;Банковская карта;successful;;78567
1103515;703515;2024-06-05 15:51:53;Наличными при получении;successful;;7656
1103516;703516;2024-06-05 21:03:05;Банковская карта;successful;;23131
1103517;703517;2024-06-05 17:17:19;Банковская карта;successful;;36280
1103518;703518;2024-06-05 18:18:44;Наличными при получении;refunded;;4470
1103519;703519;2024-06-05 11:26:38;СБП;successful;;75025
1103520;703520;2024-06-05 11:15:46;Банковская карта;successful;;63324
1103521;703521;2024-06-05 22:52:49;Банковская карта;successful;;22451
1103522;703522;2024-06-05 09:25:27;Банковская карта;successful;;13535
1103523;703523;2024-06-05 10:50:19;СБП;successful;;37567
1103524;703524;2024-06-05 21:01:53;Банковская карта;successful;;42090
1103525;703525;2024-06-05 19:09:32;Банковская карта;successful;;54234
1103526;703526;2024-06-05 10:15:47;СБП;failed;Пользователь отменил оплату;14557
1103527;703527;2024-06-05 09:39:11;Рассрочка;failed;Отклонено банком;1835
1103528;703528;2024-06-05 20:00:53;Банковская карта;successful;;1768
1103529;703529;2024-06-05 15:23:10;СБП;successful;;36380
1103530;703530;2024-06-05 18:16:56;Банковская карта;successful;;18768
1103531;703531;2024-06-05 21:23:43;Банковская карта;successful;;5480
1103532;703532;2024-06-06 22:34:28;СБП;successful;;69680
1103533;703533;2024-06-06 21:46:32;СБП;successful;;3394
1103534;703534;2024-06-06 17:42:24;Рассрочка;refunded;Заказ отменён клиентом после оплаты;667
1103535;703535;2024-06-06 18:07:02;СБП;successful;;5045
1103536;703536;2024-06-06 09:45:47;Банковская карта;successful;;18345
1103537;703537;2024-06-06 17:32:15;Банковская карта;successful;;1345
1103538;703538;2024-06-06 15:23:52;Банковская карта;successful;;24090
1103539;703539;2024-06-06 18:12:58;Банковская карта;successful;;21695
1103540;703540;2024-06-06 21:19:30;Банковская карта;successful;;18197
1103541;703541;2024-06-06 09:11:34;СБП;successful;;45900
1103542;703542;2024-06-06 14:13:12;СБП;successful;;46410
1103543;703543;2024-06-06 21:48:50;Банковская карта;successful;;1990
1103544;703544;2024-06-06 10:52:35;Банковская карта;successful;;1820
1103545;703545;2024-06-06 11:26:29;Банковская карта;successful;;65767
1103546;703546;2024-06-06 19:33:24;Банковская карта;successful;;41835
1103547;703547;2024-06-06 21:39:23;Банковская карта;refunded;Заказ отменён клиентом после оплаты;1507
1103548;703548;2024-06-06 15:44:44;Банковская карта;successful;;13872
1103549;703549;2024-06-06 20:51:20;СБП;successful;;14640
1103550;703550;2024-06-06 19:48:12;Банковская карта;successful;;19340
1103551;703551;2024-06-06 09:07:04;СБП;failed;Ошибка платёжного шлюза;26356
1103552;703552;2024-06-06 17:14:25;СБП;successful;;7567
1103553;703553;2024-06-07 11:26:51;СБП;successful;;5230
1103554;703554;2024-06-07 17:04:49;Наличными при получении;successful;;43591
1103555;703555;2024-06-07 12:11:02;Банковская карта;successful;;6881
1103556;703556;2024-06-07 20:02:52;Банковская карта;successful;;31580
1103557;703557;2024-06-07 14:21:04;СБП;successful;;7490
1103558;703558;2024-06-07 20:50:11;Наличными при получении;successful;;2567
1103559;703559;2024-06-07 12:05:31;СБП;successful;;156633
1103560;703560;2024-06-07 17:37:59;Банковская карта;successful;;31218
1103561;703561;2024-06-07 21:19:44;Банковская карта;successful;;1291
1103562;703562;2024-06-07 23:06:35;Банковская карта;successful;;62337
1103563;703563;2024-06-07 18:55:24;Банковская карта;successful;;32560
1103564;703564;2024-06-07 13:23:10;СБП;successful;;67567
1103565;703565;2024-06-07 14:36:11;Наличными при получении;successful;;14980
1103566;703566;2024-06-07 12:36:40;Банковская карта;successful;;62160
1103567;703567;2024-06-07 20:34:49;Банковская карта;successful;;69117
1103568;703568;2024-06-07 11:32:28;СБП;successful;;4550
1103569;703569;2024-06-07 12:37:07;Банковская карта;successful;;34057
1103570;703570;2024-06-07 18:36:52;СБП;successful;;16701
1103571;703571;2024-06-07 08:44:17;СБП;failed;Отклонено банком;39206
1103572;703572;2024-06-07 20:04:05;Банковская карта;successful;;6811
1103573;703573;2024-06-07 15:04:50;Банковская карта;successful;;5307
1103574;703574;2024-06-07 15:03:32;Банковская карта;successful;;2426
1103575;703575;2024-06-07 19:07:13;Банковская карта;successful;;5280
1103576;703576;2024-06-07 15:47:54;Рассрочка;failed;Недостаточно средств;20390
1103577;703577;2024-06-07 16:09:00;СБП;successful;;47326
1103578;703578;2024-06-07 16:53:10;СБП;successful;;25480
1103579;703579;2024-06-07 17:12:25;СБП;successful;;160937
1103580;703580;2024-06-07 10:22:01;Банковская карта;successful;;89340
1103581;703581;2024-06-07 22:15:29;СБП;successful;;38328
1103582;703582;2024-06-07 16:21:17;СБП;successful;;24990
1103583;703583;2024-06-07 18:50:53;Наличными при получении;successful;;28680
1103584;703584;2024-06-07 15:07:30;СБП;successful;;38220
1103585;703585;2024-06-07 13:51:43;Банковская карта;failed;Пользователь отменил оплату;4905
1103586;703586;2024-06-07 13:47:48;Банковская карта;successful;;3424
1103587;703587;2024-06-07 15:29:27;СБП;successful;;11917
1103588;703588;2024-06-08 13:56:24;Наличными при получении;successful;;41840
1103589;703589;2024-06-08 13:54:22;Наличными при получении;successful;;8677
1103590;703590;2024-06-08 18:00:35;Банковская карта;refunded;;49790
1103591;703591;2024-06-08 16:27:11;Рассрочка;successful;;2624
1103592;703592;2024-06-08 14:06:26;Рассрочка;successful;;4845
1103593;703593;2024-06-08 13:57:40;Наличными при получении;successful;;21911
1103594;703594;2024-06-08 14:40:58;Банковская карта;refunded;;49892
1103595;703595;2024-06-08 14:52:33;Наличными при получении;successful;;7567
1103596;703596;2024-06-08 19:54:08;Наличными при получении;successful;;37362
1103597;703597;2024-06-08 21:07:17;Банковская карта;successful;;95296
1103598;703598;2024-06-08 16:11:27;Банковская карта;successful;;61339
1103599;703599;2024-06-08 18:43:16;Банковская карта;successful;;25567
1103600;703600;2024-06-08 19:29:26;Банковская карта;successful;;36935
1103601;703601;2024-06-08 10:29:07;Банковская карта;successful;;109490
1103602;703602;2024-06-08 15:49:00;Банковская карта;successful;;58273
1103603;703603;2024-06-08 20:07:35;Рассрочка;successful;;5580
1103604;703604;2024-06-08 18:02:02;Банковская карта;failed;Отклонено банком;1580
1103605;703605;2024-06-08 21:34:17;СБП;failed;Недостаточно средств;8440
1103606;703606;2024-06-08 14:05:11;Банковская карта;successful;;4041
1103607;703607;2024-06-08 09:56:41;Банковская карта;successful;;21934
1103608;703608;2024-06-08 18:48:10;Банковская карта;failed;Недостаточно средств;50021
1103609;703609;2024-06-08 19:36:08;Рассрочка;successful;;74090
1103610;703610;2024-06-08 21:39:04;Рассрочка;successful;;18580
1103611;703611;2024-06-08 09:05:20;СБП;successful;;21935
1103612;703612;2024-06-08 23:21:26;Банковская карта;successful;;43454
1103613;703613;2024-06-09 12:21:16;Рассрочка;successful;;6567
1103614;703614;2024-06-09 22:52:33;Банковская карта;successful;;49935
1103615;703615;2024-06-09 18:59:02;СБП;successful;;4745
1103616;703616;2024-06-09 17:52:25;ЮMoney;successful;;19916
1103617;703617;2024-06-09 15:37:29;СБП;successful;;12035
1103618;703618;2024-06-09 17:18:43;Наличными при получении;successful;;2345
1103619;703619;2024-06-09 12:53:09;Банковская карта;successful;;131328
1103620;703620;2024-06-09 15:42:50;СБП;successful;;1057
1103621;703621;2024-06-09 23:01:06;Банковская карта;successful;;4780
1103622;703622;2024-06-09 20:27:30;Банковская карта;successful;;2980
1103623;703623;2024-06-09 17:26:26;Банковская карта;failed;Отклонено банком;26961
1103624;703624;2024-06-09 14:03:26;Банковская карта;successful;;41350
1103625;703625;2024-06-09 17:00:26;Банковская карта;successful;;1233
1103626;703626;2024-06-09 14:55:59;Банковская карта;successful;;557
1103627;703627;2024-06-09 16:00:47;Банковская карта;successful;;2181
1103628;703628;2024-06-09 22:10:54;СБП;successful;;3957
1103629;703629;2024-06-09 10:50:03;Рассрочка;successful;;41919
1103630;703630;2024-06-09 17:08:48;Банковская карта;successful;;68321
1103631;703631;2024-06-09 10:32:18;Рассрочка;successful;;27530
1103632;703632;2024-06-09 12:52:07;ЮMoney;successful;;10435
1103633;703633;2024-06-09 12:08:08;Рассрочка;successful;;35801
1103634;703634;2024-06-09 12:15:55;ЮMoney;successful;;1857
1103635;703635;2024-06-09 11:23:43;Рассрочка;successful;;3111
1103636;703636;2024-06-09 19:42:27;СБП;successful;;28120
1103637;703637;2024-06-09 19:53:25;Банковская карта;successful;;21380
1103638;703638;2024-06-09 20:34:24;Банковская карта;successful;;28200
1103639;703639;2024-06-09 14:31:11;Банковская карта;successful;;22025
