order_id;customer_id;session_id;order_datetime;order_status;delivery_type;delivery_city;gross_amount;discount_amount;delivery_fee;final_amount
702726;206032;5038869;2024-05-04 20:58:06;completed;Самовывоз;Магнитогорск;55345;5534;0;49811
702727;206124;5038885;2024-05-04 14:33:48;payment_failed;Курьер;Пермь;63912;1457;390;62845
702728;207989;5038888;2024-05-04 16:24:11;completed;Курьер;Челябинск;25879;750;0;25129
702729;207722;5038902;2024-05-04 15:17:36;completed;СДЭК;Ижевск;27490;0;590;28080
702730;201520;5038907;2024-05-04 16:26:02;completed;Курьер;Нижневартовск;40790;0;390;41180
702731;206719;5038913;2024-05-04 14:09:50;completed;Курьер;Копейск;35090;0;490;35580
702732;203061;5038921;2024-05-04 17:46:43;completed;Самовывоз;Челябинск;34090;0;0;34090
702733;204670;5038944;2024-05-04 20:26:16;completed;Самовывоз;Магнитогорск;12990;1559;0;11431
702734;;5038960;2024-05-04 18:24:37;completed;Самовывоз;Челябинск;3657;408;0;3249
702735;207538;5038962;2024-05-04 10:58:19;completed;Самовывоз;Тюмень;40490;4049;0;36441
702736;205388;5038973;2024-05-04 17:11:56;completed;Курьер;Миасс;111990;3360;590;109220
702737;205664;5039022;2024-05-05 17:19:02;completed;Самовывоз;Пермь;61580;449;0;61131
702738;;5039026;2024-05-05 12:56:33;completed;Курьер;Уфа;40657;1251;490;39896
702739;206716;5039030;2024-05-05 21:45:41;completed;Курьер;Екатеринбург;51090;1533;490;50047
702740;207418;5039032;2024-05-05 17:09:13;completed;Курьер;Курган;81990;2460;590;80120
702741;204809;5039034;2024-05-05 13:53:48;completed;СДЭК;Тюмень;101090;5054;390;96426
702742;;5039038;2024-05-05 13:53:04;completed;СДЭК;Екатеринбург;53057;2291;490;51256
702743;201379;5039088;2024-05-05 16:45:56;completed;Курьер;Челябинск;1378;0;290;1668
702744;202920;5039096;2024-05-05 19:08:55;payment_failed;СДЭК;Москва;12567;0;490;13057
702745;;5039117;2024-05-05 16:12:02;completed;Почта России;Курган;24990;0;350;25340
702746;209580;5039124;2024-05-05 16:14:11;completed;Самовывоз;Копейск;20567;0;0;20567
702747;203502;5039130;2024-05-05 16:42:07;completed;СДЭК;Магнитогорск;7780;499;590;7871
702748;201873;5039138;2024-05-05 19:08:59;completed;Самовывоз;Екатеринбург;81027;34;0;80993
702749;203974;5039141;2024-05-05 17:25:28;completed;Курьер;Магнитогорск;34345;2404;490;32431
702750;204461;5039145;2024-05-05 11:20:05;completed;Самовывоз;Миасс;25990;2599;0;23391
702751;205749;5039149;2024-05-05 09:35:25;completed;СДЭК;Пермь;571;0;690;1261
702752;;5039155;2024-05-05 20:00:00;completed;Курьер;Магнитогорск;6490;0;390;6880
702753;;5039158;2024-05-05 15:38:14;completed;Курьер;Ижевск;680;0;390;1070
702754;;5039200;2024-05-05 20:00:54;completed;СДЭК;Челябинск;4345;0;490;4835
702755;203711;5039206;2024-05-05 20:07:06;completed;Курьер;Екатеринбург;23880;1595;490;22775
702756;209834;5039217;2024-05-05 08:27:24;completed;Самовывоз;Курган;28356;0;0;28356
702757;209846;5039227;2024-05-05 09:04:45;cancelled;Курьер;Копейск;27090;0;490;27580
702758;;5039253;2024-05-05 21:29:17;completed;СДЭК;Челябинск;877;61;690;1506
702759;200438;5039281;2024-05-05 19:58:31;completed;Самовывоз;Екатеринбург;2835;67;0;2768
702760;202653;5039314;2024-05-05 19:24:05;completed;Курьер;Пермь;84345;2530;590;82405
702761;201725;5039321;2024-05-05 18:20:40;completed;Курьер;Челябинск;72057;2025;0;70032
702762;202883;5039332;2024-05-05 21:21:58;completed;Курьер;Златоуст;21187;615;590;21162
702763;209721;5039348;2024-05-05 20:05:51;completed;Почта России;Екатеринбург;64990;0;450;65440
702764;207122;5039353;2024-05-05 20:00:58;completed;Курьер;Челябинск;792;55;290;1027
702765;206875;5039356;2024-05-05 16:31:21;completed;Курьер;Челябинск;6790;815;0;5975
702766;200879;5039381;2024-05-05 17:31:42;cancelled;Самовывоз;Челябинск;75567;0;0;75567
702767;209797;5039392;2024-05-05 16:53:40;completed;Почта России;Санкт-Петербург;4090;0;450;4540
702768;200898;5039406;2024-05-06 16:52:00;completed;Почта России;Оренбург;56490;1695;550;55345
702769;202722;5039409;2024-05-06 20:34:08;completed;Самовывоз;Миасс;565;40;0;525
702770;202802;5039424;2024-05-06 13:20:23;payment_failed;Курьер;Тюмень;1567;78;590;2079
702771;;5039428;2024-05-06 15:13:35;completed;Самовывоз;Челябинск;58435;1690;0;56745
702772;206684;5039459;2024-05-06 18:51:48;completed;Курьер;Копейск;10990;0;390;11380
702773;207592;5039480;2024-05-06 16:18:49;completed;Курьер;Челябинск;65990;6599;0;59391
702774;200608;5039486;2024-05-06 12:51:36;completed;Курьер;Сургут;13090;1309;490;12271
702775;206491;5039491;2024-05-06 16:20:49;completed;Курьер;Оренбург;1090;131;490;1449
702776;203689;5039521;2024-05-06 20:55:54;returned;СДЭК;Челябинск;33567;0;490;34057
702777;200919;5039535;2024-05-06 21:59:06;completed;Самовывоз;Миасс;9090;0;0;9090
702778;208557;5039541;2024-05-06 21:44:07;completed;СДЭК;Златоуст;4567;457;690;4800
702779;204062;5039571;2024-05-06 12:11:43;completed;Самовывоз;Самара;75980;7349;0;68631
702780;;5039588;2024-05-06 20:38:17;payment_failed;СДЭК;Челябинск;90790;6355;490;84925
702781;204761;5039595;2024-05-06 20:31:00;cancelled;Курьер;Челябинск;2790;0;290;3080
702782;206310;5039602;2024-05-06 15:58:02;completed;Курьер;Миасс;1490;104;490;1876
702783;205684;5039607;2024-05-06 13:57:37;completed;СДЭК;Миасс;4790;240;390;4940
702784;207978;5039611;2024-05-06 10:55:48;returned;СДЭК;Новосибирск;1490;149;390;1731
702785;201876;5039627;2024-05-06 14:55:37;completed;Самовывоз;Москва;34090;1023;0;33067
702786;206260;5039682;2024-05-06 19:28:39;completed;Самовывоз;Челябинск;20144;2401;0;17743
702787;206503;5039687;2024-05-06 15:14:02;completed;Самовывоз;Курган;3345;0;0;3345
702788;202169;5039688;2024-05-06 20:56:14;completed;Курьер;Челябинск;42567;0;0;42567
702789;207653;5039704;2024-05-06 12:11:13;completed;Курьер;Челябинск;69164;901;0;68263
702790;208166;5039711;2024-05-06 18:23:19;completed;Самовывоз;Екатеринбург;4567;0;0;4567
702791;202601;5039715;2024-05-06 18:52:06;completed;СДЭК;Челябинск;151080;2553;690;149217
702792;207977;5039729;2024-05-07 14:04:59;completed;Самовывоз;Москва;11567;0;0;11567
702793;209269;5039773;2024-05-07 22:34:06;completed;Курьер;Пермь;43580;0;490;44070
702794;;5039778;2024-05-07 16:30:49;completed;Самовывоз;Москва;34090;4091;0;29999
702795;209535;5039791;2024-05-07 14:39:11;completed;Курьер;Магнитогорск;41480;299;490;41671
702796;203994;5039801;2024-05-07 23:24:30;completed;Курьер;Сургут;569;0;490;1059
702797;201718;5039808;2024-05-07 15:30:33;completed;Курьер;Уфа;25270;0;390;25660
702798;209842;5039837;2024-05-07 12:46:22;completed;СДЭК;Тюмень;69345;3467;490;66368
702799;209842;5039844;2024-05-07 16:46:18;completed;Самовывоз;Тюмень;2345;117;0;2228
702800;;5039846;2024-05-07 21:15:27;completed;Самовывоз;Тюмень;8180;573;0;7607
702801;209531;5039911;2024-05-07 12:04:38;completed;Самовывоз;Копейск;143134;12557;0;130577
702802;200694;5039920;2024-05-07 12:20:20;completed;Самовывоз;Сургут;21090;2531;0;18559
702803;200292;5039932;2024-05-07 08:10:12;cancelled;Курьер;Екатеринбург;7490;225;490;7755
702804;200260;5039990;2024-05-07 15:20:52;completed;Почта России;Екатеринбург;27490;2749;550;25291
702805;205796;5039996;2024-05-07 22:38:26;completed;Курьер;Пермь;27335;0;390;27725
702806;207416;5040017;2024-05-07 21:17:50;payment_failed;Курьер;Копейск;890;27;490;1353
702807;207518;5040019;2024-05-07 21:39:55;completed;СДЭК;Златоуст;11490;345;590;11735
702808;202017;5040023;2024-05-07 17:57:00;completed;Самовывоз;Челябинск;112557;3330;0;109227
702809;200004;5040028;2024-05-07 18:55:42;completed;Курьер;Челябинск;1490;45;290;1735
702810;209500;5040034;2024-05-07 17:13:12;completed;Почта России;Челябинск;110790;11079;350;100061
702811;200084;5040038;2024-05-07 16:45:55;completed;Самовывоз;Челябинск;13790;0;0;13790
702812;201503;5040071;2024-05-07 08:33:47;completed;СДЭК;Миасс;28090;0;690;28780
702813;205114;5040102;2024-05-07 16:04:20;completed;Почта России;Магнитогорск;6090;0;350;6440
702814;209191;5040110;2024-05-08 14:09:56;completed;Самовывоз;Пермь;13345;1334;0;12011
702815;205483;5040120;2024-05-08 10:36:21;completed;Самовывоз;Екатеринбург;55090;0;0;55090
702816;;5040129;2024-05-08 11:43:47;completed;СДЭК;Уфа;18690;0;590;19280
702817;;5040172;2024-05-08 16:42:41;completed;СДЭК;Уфа;3490;0;690;4180
702818;201440;5040205;2024-05-08 21:50:30;completed;Самовывоз;Тюмень;39435;54;0;39381
702819;203864;5040237;2024-05-08 14:37:52;completed;Самовывоз;Миасс;1090;0;0;1090
702820;;5040266;2024-05-08 21:17:53;completed;Курьер;Магнитогорск;55490;0;490;55980
702821;204365;5040292;2024-05-08 17:32:31;completed;Самовывоз;Челябинск;46912;0;0;46912
702822;206922;5040326;2024-05-08 16:53:42;completed;Курьер;Челябинск;38090;4571;0;33519
702823;209576;5040330;2024-05-08 21:31:23;payment_failed;Курьер;Копейск;38490;1155;590;37925
702824;;5040336;2024-05-08 18:14:15;completed;Курьер;Екатеринбург;20790;2079;390;19101
702825;203121;5040337;2024-05-08 18:53:19;completed;Курьер;Тюмень;6335;349;490;6476
702826;208270;5040352;2024-05-08 21:14:32;completed;СДЭК;Копейск;36670;1444;490;35716
702827;208800;5040366;2024-05-08 18:43:41;completed;Самовывоз;Магнитогорск;563;0;0;563
702828;206696;5040372;2024-05-08 16:57:31;payment_failed;Курьер;Копейск;1090;0;590;1680
702829;203578;5040395;2024-05-08 21:15:31;completed;Курьер;Пермь;60353;5679;490;55164
702830;205939;5040400;2024-05-08 14:06:46;completed;Самовывоз;Челябинск;131435;8934;0;122501
702831;206779;5040408;2024-05-08 21:01:00;payment_failed;Курьер;Челябинск;56090;3926;0;52164
702832;208420;5040466;2024-05-09 19:25:09;completed;СДЭК;Санкт-Петербург;82657;1923;390;81124
702833;200148;5040515;2024-05-09 12:51:40;completed;Курьер;Новосибирск;9134;457;590;9267
702834;201183;5040516;2024-05-09 13:20:07;returned;СДЭК;Уфа;1090;76;590;1604
702835;;5040518;2024-05-09 15:09:04;completed;Курьер;Копейск;39790;0;490;40280
702836;200797;5040536;2024-05-09 22:00:38;completed;Курьер;Челябинск;36490;0;0;36490
702837;209276;5040542;2024-05-09 15:16:49;completed;Самовывоз;Казань;39490;1974;0;37516
702838;204893;5040543;2024-05-09 16:07:14;completed;Самовывоз;Екатеринбург;13435;63;0;13372
702839;209065;5040594;2024-05-09 19:32:02;completed;СДЭК;Челябинск;4790;240;590;5140
702840;208964;5040598;2024-05-09 14:07:47;completed;Самовывоз;Казань;42672;48;0;42624
702841;202042;5040604;2024-05-09 23:10:29;completed;Самовывоз;Тюмень;1090;0;0;1090
702842;;5040619;2024-05-09 19:09:07;completed;Курьер;Уфа;77567;5430;490;72627
702843;209016;5040637;2024-05-09 15:49:06;completed;Самовывоз;Челябинск;568;0;0;568
702844;206666;5040665;2024-05-09 17:07:31;completed;СДЭК;Копейск;25567;1278;390;24679
702845;;5040714;2024-05-09 17:21:40;completed;Курьер;Пермь;62280;0;490;62770
702846;;5040721;2024-05-09 11:23:25;completed;Самовывоз;Челябинск;37990;2659;0;35331
702847;208476;5040738;2024-05-09 17:11:30;completed;СДЭК;Златоуст;37480;3599;490;34371
702848;205469;5040745;2024-05-09 20:54:10;completed;Почта России;Миасс;692;0;350;1042
702849;207059;5040749;2024-05-09 11:59:48;completed;Самовывоз;Челябинск;53912;0;0;53912
702850;200968;5040762;2024-05-09 15:48:42;completed;Курьер;Челябинск;697;21;290;966
702851;209040;5040771;2024-05-09 15:44:39;completed;Курьер;Курган;18490;0;490;18980
702852;205642;5040782;2024-05-09 16:06:26;payment_failed;Курьер;Челябинск;14057;530;0;13527
702853;201794;5040784;2024-05-09 15:22:48;completed;Самовывоз;Магнитогорск;35280;1059;0;34221
702854;203243;5040798;2024-05-10 23:57:34;completed;Самовывоз;Копейск;57090;0;0;57090
702855;204598;5040808;2024-05-10 18:32:42;completed;Курьер;Самара;83790;0;390;84180
702856;;5040820;2024-05-10 17:38:35;payment_failed;Курьер;Новосибирск;30335;2894;390;27831
702857;202184;5040826;2024-05-10 15:59:59;completed;Курьер;Самара;35990;1080;590;35500
702858;205000;5040846;2024-05-10 14:44:24;completed;Почта России;Курган;38790;0;350;39140
702859;207236;5040862;2024-05-10 19:22:50;completed;Самовывоз;Челябинск;35567;1778;0;33789
702860;201754;5040863;2024-05-10 19:46:47;completed;Курьер;Пермь;6490;324;490;6656
702861;204401;5040868;2024-05-10 14:15:59;payment_failed;Курьер;Курган;20141;917;490;19714
702862;;5040880;2024-05-10 16:12:51;payment_failed;СДЭК;Челябинск;101147;7049;390;94488
702863;208791;5040887;2024-05-10 17:35:55;completed;Самовывоз;Москва;12790;0;0;12790
702864;201436;5040910;2024-05-10 11:40:59;completed;Самовывоз;Магнитогорск;15180;554;0;14626
702865;209732;5040914;2024-05-10 19:07:30;payment_failed;Курьер;Челябинск;1567;157;290;1700
702866;200329;5040926;2024-05-10 14:45:54;completed;Самовывоз;Екатеринбург;1345;0;0;1345
702867;;5040929;2024-05-10 17:28:25;completed;СДЭК;Златоуст;1345;94;390;1641
702868;200088;5040933;2024-05-10 23:07:48;completed;СДЭК;Копейск;28357;2975;590;25972
702869;202887;5040934;2024-05-10 22:02:41;completed;Курьер;Магнитогорск;4090;0;390;4480
702870;209370;5040948;2024-05-10 16:28:48;completed;СДЭК;Оренбург;77345;2320;690;75715
702871;207875;5040956;2024-05-10 11:08:48;completed;СДЭК;Миасс;51125;0;590;51715
702872;;5040976;2024-05-10 16:26:53;returned;СДЭК;Миасс;896;0;690;1586
702873;204326;5040980;2024-05-10 17:11:41;completed;Курьер;Ижевск;20990;2519;590;19061
702874;;5041002;2024-05-10 20:49:16;completed;Самовывоз;Копейск;38990;0;0;38990
702875;;5041014;2024-05-10 15:23:13;payment_failed;Самовывоз;Москва;11345;567;0;10778
702876;201691;5041020;2024-05-10 16:32:48;completed;Почта России;Москва;33990;0;450;34440
702877;200474;5041051;2024-05-10 19:14:26;completed;Самовывоз;Тюмень;82912;0;0;82912
702878;;5041057;2024-05-10 12:39:51;completed;Самовывоз;Пермь;50567;0;0;50567
702879;;5041060;2024-05-10 18:55:33;completed;Курьер;Копейск;24567;1720;390;23237
702880;208992;5041061;2024-05-10 16:32:55;completed;Самовывоз;Курган;5490;0;0;5490
702881;201944;5041062;2024-05-10 18:39:23;completed;СДЭК;Челябинск;36357;1091;390;35656
702882;200954;5041065;2024-05-10 19:21:30;completed;Почта России;Челябинск;37345;1867;350;35828
702883;200086;5041069;2024-05-10 19:48:29;completed;СДЭК;Ижевск;19490;0;690;20180
702884;203434;5041072;2024-05-10 22:49:07;completed;Самовывоз;Копейск;39932;0;0;39932
702885;204929;5041074;2024-05-10 13:12:00;completed;Самовывоз;Ижевск;51990;0;0;51990
702886;205684;5041093;2024-05-10 15:40:35;completed;СДЭК;Миасс;27990;0;490;28480
702887;204140;5041107;2024-05-10 16:17:03;returned;Курьер;Москва;3490;0;390;3880
702888;208002;5041110;2024-05-10 11:11:49;completed;Самовывоз;Челябинск;73990;0;0;73990
702889;201544;5041119;2024-05-10 15:26:29;payment_failed;СДЭК;Миасс;2790;84;490;3196
702890;209229;5041153;2024-05-11 08:13:00;completed;Самовывоз;Миасс;22351;1525;0;20826
702891;200741;5041165;2024-05-11 17:40:26;completed;Курьер;Уфа;26790;0;490;27280
702892;200814;5041197;2024-05-11 16:23:09;completed;Курьер;Челябинск;21090;633;0;20457
702893;206556;5041198;2024-05-11 18:38:57;completed;Почта России;Челябинск;903;45;350;1208
702894;208160;5041201;2024-05-11 20:20:11;completed;Курьер;Миасс;789;39;490;1240
702895;205896;5041246;2024-05-11 21:27:27;completed;Курьер;Миасс;21790;1090;590;21290
702896;;5041257;2024-05-11 14:24:30;completed;СДЭК;Челябинск;38490;1155;590;37925
702897;;5041261;2024-05-11 19:13:19;completed;СДЭК;Челябинск;1790;0;590;2380
702898;201737;5041277;2024-05-11 22:16:12;completed;СДЭК;Магнитогорск;35567;0;490;36057
702899;203801;5041311;2024-05-11 12:36:14;completed;Почта России;Тюмень;10490;0;350;10840
702900;205363;5041356;2024-05-11 11:54:47;completed;Курьер;Магнитогорск;19632;57;590;20165
702901;202128;5041379;2024-05-11 15:01:57;completed;Самовывоз;Ижевск;83567;0;0;83567
702902;202974;5041392;2024-05-11 23:15:08;returned;Самовывоз;Курган;73567;3678;0;69889
702903;208993;5041399;2024-05-11 18:49:51;completed;Самовывоз;Копейск;24090;0;0;24090
702904;;5041441;2024-05-11 14:57:08;completed;Самовывоз;Магнитогорск;12567;0;0;12567
702905;;5041460;2024-05-11 22:45:55;payment_failed;Самовывоз;Челябинск;2980;209;0;2771
702906;202573;5041478;2024-05-11 21:10:08;payment_failed;Самовывоз;Казань;2790;0;0;2790
702907;202977;5041481;2024-05-11 22:17:52;completed;Самовывоз;Нижневартовск;110335;10834;0;99501
702908;;5041494;2024-05-11 21:11:36;completed;Самовывоз;Челябинск;8567;0;0;8567
702909;205930;5041509;2024-05-11 23:58:08;completed;СДЭК;Челябинск;64567;0;390;64957
702910;;5041510;2024-05-11 21:09:44;completed;Почта России;Челябинск;49567;2478;350;47439
702911;205427;5041515;2024-05-12 17:27:08;completed;СДЭК;Пермь;18490;1849;390;17031
702912;204862;5041534;2024-05-12 11:02:35;completed;Самовывоз;Челябинск;126490;6324;0;120166
702913;206018;5041539;2024-05-12 23:20:33;completed;СДЭК;Нижневартовск;111482;5575;590;106497
702914;204657;5041545;2024-05-12 15:25:47;completed;СДЭК;Челябинск;2345;0;390;2735
702915;202438;5041549;2024-05-12 08:22:04;completed;Курьер;Курган;114335;0;590;114925
702916;200414;5041557;2024-05-12 19:36:35;completed;Самовывоз;Миасс;7090;213;0;6877
702917;202883;5041565;2024-05-12 15:28:23;completed;СДЭК;Златоуст;7090;0;690;7780
702918;;5041566;2024-05-12 17:36:54;completed;Курьер;Магнитогорск;67280;0;490;67770
702919;209786;5041581;2024-05-12 17:07:56;completed;Курьер;Челябинск;4990;0;290;5280
702920;207621;5041587;2024-05-12 11:49:27;completed;Курьер;Ижевск;58580;1841;590;57329
702921;203594;5041591;2024-05-12 17:09:11;payment_failed;СДЭК;Челябинск;31990;3199;690;29481
702922;206175;5041598;2024-05-12 20:10:10;completed;СДЭК;Челябинск;26835;514;690;27011
702923;208536;5041600;2024-05-12 21:40:37;completed;СДЭК;Челябинск;17490;1749;390;16131
702924;204911;5041612;2024-05-12 15:37:56;completed;Курьер;Казань;91990;0;390;92380
702925;206484;5041624;2024-05-12 18:39:10;completed;СДЭК;Челябинск;18345;0;490;18835
702926;200181;5041626;2024-05-12 18:03:32;completed;Самовывоз;Миасс;38990;0;0;38990
702927;205951;5041628;2024-05-12 17:52:45;completed;Самовывоз;Магнитогорск;35345;1060;0;34285
702928;;5041636;2024-05-12 18:29:54;completed;Курьер;Новосибирск;7345;220;590;7715
702929;208221;5041654;2024-05-12 17:39:02;completed;Почта России;Пермь;4990;599;550;4941
702930;;5041697;2024-05-12 16:28:05;completed;СДЭК;Челябинск;2990;0;690;3680
702931;202115;5041703;2024-05-12 08:48:49;completed;Курьер;Уфа;7090;213;590;7467
702932;206866;5041717;2024-05-12 13:27:32;completed;Самовывоз;Магнитогорск;35345;0;0;35345
702933;201328;5041731;2024-05-12 11:10:22;completed;СДЭК;Челябинск;112180;6838;590;105932
702934;203598;5041772;2024-05-12 10:56:18;completed;Курьер;Миасс;34490;0;490;34980
702935;209575;5041777;2024-05-12 15:42:40;completed;СДЭК;Челябинск;64490;0;690;65180
702936;202860;5041793;2024-05-12 12:06:20;completed;Почта России;Оренбург;40345;1210;450;39585
702937;203501;5041844;2024-05-12 22:51:00;payment_failed;Самовывоз;Нижневартовск;55790;0;0;55790
702938;209725;5041890;2024-05-12 16:24:54;payment_failed;Курьер;Челябинск;2345;164;290;2471
702939;205356;5041898;2024-05-12 18:08:29;completed;Самовывоз;Уфа;60780;2850;0;57930
702940;201236;5041907;2024-05-12 15:58:48;completed;Курьер;Челябинск;1567;0;290;1857
702941;205782;5041933;2024-05-12 18:26:55;completed;Курьер;Уфа;900;45;490;1345
702942;204551;5041955;2024-05-13 11:47:19;completed;Самовывоз;Челябинск;20284;40;0;20244
702943;206565;5041963;2024-05-13 11:07:14;completed;Самовывоз;Москва;680;0;0;680
702944;202031;5041970;2024-05-13 14:20:48;returned;СДЭК;Копейск;1990;100;590;2480
702945;207881;5042011;2024-05-13 23:27:41;completed;Самовывоз;Челябинск;691;69;0;622
702946;205947;5042019;2024-05-13 20:02:13;completed;Самовывоз;Миасс;686;34;0;652
702947;200786;5042034;2024-05-13 19:42:45;completed;Самовывоз;Санкт-Петербург;4490;135;0;4355
702948;205403;5042038;2024-05-13 19:46:03;completed;Курьер;Златоуст;26057;587;590;26060
702949;201626;5042055;2024-05-13 10:56:39;completed;Курьер;Курган;127134;12714;490;114910
702950;202596;5042087;2024-05-13 21:32:38;payment_failed;Самовывоз;Копейск;26480;750;0;25730
702951;202381;5042090;2024-05-13 16:00:09;completed;Почта России;Самара;75490;0;450;75940
702952;207458;5042092;2024-05-13 22:37:09;completed;Самовывоз;Москва;691;0;0;691
702953;205966;5042094;2024-05-13 16:13:06;completed;Самовывоз;Тюмень;19090;2291;0;16799
702954;205010;5042115;2024-05-13 16:18:34;completed;СДЭК;Челябинск;60835;924;490;60401
702955;208238;5042121;2024-05-13 20:03:07;completed;Почта России;Сургут;3357;54;350;3653
702956;207043;5042176;2024-05-13 19:41:24;cancelled;Самовывоз;Челябинск;20490;0;0;20490
702957;;5042178;2024-05-13 15:26:31;payment_failed;Курьер;Екатеринбург;43143;4234;490;39399
702958;206803;5042183;2024-05-13 22:44:44;completed;Самовывоз;Челябинск;19490;0;0;19490
702959;;5042198;2024-05-13 15:09:08;completed;Самовывоз;Пермь;901;0;0;901
702960;209605;5042265;2024-05-14 15:25:34;returned;Курьер;Екатеринбург;129435;4029;390;125796
702961;203208;5042276;2024-05-14 11:59:15;completed;Курьер;Оренбург;6990;210;590;7370
702962;203454;5042284;2024-05-14 19:22:00;completed;Курьер;Копейск;65912;3228;390;63074
702963;205588;5042307;2024-05-14 09:06:47;completed;Курьер;Тюмень;99567;0;390;99957
702964;209688;5042314;2024-05-14 19:28:49;cancelled;Курьер;Челябинск;74990;0;0;74990
702965;200456;5042328;2024-05-14 15:44:32;completed;Курьер;Златоуст;3490;0;490;3980
702966;208533;5042338;2024-05-14 20:56:36;payment_failed;Самовывоз;Копейск;47480;3323;0;44157
702967;208094;5042391;2024-05-14 13:21:48;cancelled;Самовывоз;Челябинск;11990;0;0;11990
702968;203856;5042400;2024-05-14 19:39:31;completed;Почта России;Уфа;54580;84;550;55046
702969;208039;5042408;2024-05-14 16:21:55;completed;Курьер;Челябинск;39490;0;0;39490
702970;206984;5042415;2024-05-14 19:01:43;completed;Курьер;Миасс;38547;3631;490;35406
702971;202644;5042419;2024-05-14 18:48:33;completed;Почта России;Магнитогорск;13567;678;450;13339
702972;;5042437;2024-05-14 09:08:39;completed;Самовывоз;Челябинск;49580;4279;0;45301
702973;201024;5042439;2024-05-14 20:08:26;completed;СДЭК;Сургут;65912;3774;390;62528
702974;203921;5042448;2024-05-14 17:05:35;completed;Самовывоз;Уфа;84345;0;0;84345
702975;203311;5042471;2024-05-14 19:11:28;completed;Самовывоз;Оренбург;21580;573;0;21007
702976;203725;5042478;2024-05-14 12:18:10;completed;Самовывоз;Копейск;89172;20;0;89152
702977;;5042481;2024-05-14 10:07:54;completed;Почта России;Казань;42345;0;550;42895
702978;204089;5042501;2024-05-14 21:00:13;payment_failed;Почта России;Челябинск;30357;0;550;30907
702979;203326;5042505;2024-05-14 20:28:38;completed;Самовывоз;Челябинск;75345;7534;0;67811
702980;205620;5042507;2024-05-14 13:06:29;completed;Самовывоз;Сургут;37790;1890;0;35900
702981;209528;5042512;2024-05-14 17:29:16;completed;Самовывоз;Оренбург;560;0;0;560
702982;203475;5042513;2024-05-14 15:49:34;completed;СДЭК;Санкт-Петербург;40657;1311;490;39836
702983;207033;5042523;2024-05-14 17:24:01;completed;Курьер;Челябинск;5425;33;0;5392
702984;200900;5042539;2024-05-14 14:12:31;completed;Курьер;Челябинск;42345;1270;0;41075
702985;206748;5042541;2024-05-14 20:58:25;completed;Курьер;Челябинск;37345;0;0;37345
702986;209056;5042545;2024-05-14 19:58:13;completed;Самовывоз;Москва;11090;0;0;11090
702987;201980;5042554;2024-05-14 13:48:31;completed;Самовывоз;Копейск;49270;120;0;49150
702988;206306;5042590;2024-05-15 14:07:45;completed;Самовывоз;Челябинск;13490;0;0;13490
702989;206829;5042598;2024-05-15 17:06:54;completed;Почта России;Челябинск;85680;9860;550;76370
702990;;5042627;2024-05-15 22:44:11;completed;Самовывоз;Златоуст;88134;0;0;88134
702991;200475;5042629;2024-05-15 10:35:06;completed;СДЭК;Пермь;28990;2899;690;26781
702992;205793;5042657;2024-05-15 15:40:23;completed;Курьер;Миасс;1596;80;590;2106
702993;202007;5042676;2024-05-15 13:44:04;completed;Самовывоз;Пермь;40090;0;0;40090
702994;209337;5042695;2024-05-15 13:08:17;completed;Курьер;Копейск;42990;0;590;43580
702995;205015;5042701;2024-05-15 16:24:20;completed;Курьер;Курган;34490;0;490;34980
702996;203547;5042705;2024-05-15 13:04:32;completed;Самовывоз;Магнитогорск;65345;4574;0;60771
702997;209939;5042708;2024-05-15 17:03:19;completed;Курьер;Санкт-Петербург;7280;398;390;7272
702998;209821;5042709;2024-05-15 16:52:28;completed;Курьер;Уфа;24090;0;490;24580
702999;;5042710;2024-05-15 18:01:35;completed;Самовывоз;Челябинск;35567;0;0;35567
703000;208428;5042712;2024-05-15 23:05:29;completed;Почта России;Уфа;10479;0;450;10929
703001;204754;5042725;2024-05-15 22:28:44;completed;Самовывоз;Копейск;12090;0;0;12090
703002;208212;5042781;2024-05-15 13:01:15;completed;Курьер;Магнитогорск;7790;234;590;8146
703003;202206;5042790;2024-05-15 10:32:58;completed;Курьер;Екатеринбург;695;0;590;1285
703004;203178;5042827;2024-05-15 12:48:00;completed;Курьер;Екатеринбург;90090;0;390;90480
703005;207549;5042847;2024-05-15 18:41:32;completed;СДЭК;Екатеринбург;7990;240;590;8340
703006;205225;5042868;2024-05-15 16:29:46;completed;Почта России;Челябинск;82567;0;350;82917
703007;208509;5042869;2024-05-15 19:16:56;completed;Курьер;Челябинск;84490;0;0;84490
703008;200218;5042873;2024-05-15 19:48:36;completed;Курьер;Санкт-Петербург;11790;1179;590;11201
703009;201880;5042877;2024-05-15 14:22:31;completed;Курьер;Челябинск;1345;0;290;1635
703010;206423;5042919;2024-05-15 21:17:50;completed;СДЭК;Казань;685;0;390;1075
703011;207761;5042925;2024-05-15 20:47:48;completed;СДЭК;Оренбург;5980;0;690;6670
703012;207202;5042935;2024-05-16 16:31:13;completed;Самовывоз;Миасс;81352;2417;0;78935
703013;;5042943;2024-05-16 14:14:45;completed;Курьер;Пермь;69090;0;490;69580
703014;209389;5042953;2024-05-16 19:21:25;completed;СДЭК;Оренбург;39990;4799;590;35781
703015;208608;5042964;2024-05-16 09:43:47;completed;Курьер;Тюмень;68990;4829;590;64751
