session_id;session_start;customer_id;city;device_type;channel;campaign_id;landing_category;product_views;add_to_cart;checkout_started;order_id;purchase_completed
5039629;2024-05-06 21:41:48;201584;Челябинск;desktop;Yandex Ads;YA_GENERIC;Смартфоны;5;0;0;;0
5039630;2024-05-06 21:36:15;201757;Копейск;mobile;Direct;;Аксессуары;6;1;0;;0
5039631;2024-05-06 17:18:43;;Челябинск;mobile;Telegram;TG_LOCAL;Смартфоны;5;0;0;;0
5039632;2024-05-06 17:31:45;;Оренбург;mobile;Organic;;Аксессуары;3;0;0;;0
5039633;2024-05-06 17:10:22;204604;Челябинск;mobile;Direct;;Компьютеры и планшеты;4;0;0;;0
5039634;2024-05-06 16:56:34;202196;Екатеринбург;mobile;VK Ads;VK_RETARGET;Компьютеры и планшеты;4;0;0;;0
5039635;2024-05-06 13:00:12;205972;Ижевск;mobile;VK Ads;VK_RETARGET;Смартфоны;2;0;0;;0
5039636;2024-05-06 17:02:43;205830;Екатеринбург;mobile;VK Ads;VK_RETARGET;Аксессуары;6;0;0;;0
5039637;2024-05-06 14:07:58;208203;Челябинск;mobile;Yandex Ads;YA_BRAND;Аксессуары;10;0;0;;0
5039638;2024-05-06 16:52:05;202870;Екатеринбург;mobile;Direct;;Аксессуары;4;0;0;;0
5039639;2024-05-06 17:33:10;207807;Челябинск;mobile;Organic;;Смартфоны;1;0;0;;0
5039640;2024-05-06 14:05:09;206894;Самара;mobile;Organic;;Смартфоны;4;0;0;;0
5039641;2024-05-06 10:52:15;200291;Пермь;mobile;Organic;;Аксессуары;3;0;0;;0
5039642;2024-05-06 13:58:19;208124;Магнитогорск;tablet;Yandex Ads;YA_GENERIC;Смартфоны;1;1;0;;0
5039643;2024-05-06 10:43:17;203666;Москва;mobile;Referral;;Смартфоны;6;0;0;;0
5039644;2024-05-06 18:12:28;206826;Златоуст;mobile;Organic;;Аксессуары;2;0;0;;0
5039645;2024-05-06 08:00:29;205513;Миасс;desktop;VK Ads;VK_RETARGET;Смартфоны;6;0;0;;0
5039646;2024-05-06 14:55:32;206518;Магнитогорск;mobile;Direct;;Смартфоны;6;0;0;;0
5039647;2024-05-06 18:47:33;203119;Тюмень;mobile;Organic;;Смартфоны;5;0;0;;0
5039648;2024-05-06 18:37:17;;Санкт-Петербург;mobile;Yandex Ads;YA_BRAND;Товары для дома и офиса;6;0;0;;0
5039649;2024-05-06 22:29:43;206803;Челябинск;mobile;Direct;;Аксессуары;6;0;0;;0
5039650;2024-05-06 20:51:48;200484;Златоуст;desktop;Organic;;Телевизоры и игровые приставки;1;0;0;;0
5039651;2024-05-06 16:58:38;202434;Магнитогорск;tablet;Organic;;Аудиотехника;3;0;0;;0
5039652;2024-05-06 12:58:07;205444;Челябинск;mobile;VK Ads;VK_RETARGET;Товары для дома и офиса;5;0;0;;0
5039653;2024-05-06 13:46:06;201303;Уфа;desktop;Organic;;Аксессуары;6;1;1;;0
5039654;2024-05-06 13:20:37;204171;Ижевск;tablet;Referral;;Компьютеры и планшеты;5;0;0;;0
5039655;2024-05-06 17:10:19;203899;Челябинск;desktop;Direct;;Товары для дома и офиса;5;0;0;;0
5039656;2024-05-06 17:37:13;;Сургут;mobile;Yandex Ads;YA_GENERIC;Смартфоны;4;0;0;;0
5039657;2024-05-06 15:13:24;204926;Челябинск;mobile;Direct;;Аудиотехника;4;0;0;;0
5039658;2024-05-06 16:15:44;207089;Челябинск;mobile;Direct;;Аудиотехника;6;0;0;;0
5039659;2024-05-06 20:06:25;;Магнитогорск;mobile;Organic;;Компьютеры и планшеты;2;0;0;;0
5039660;2024-05-06 16:15:09;205750;Тюмень;mobile;Direct;;Аксессуары;7;0;0;;0
5039661;2024-05-06 17:29:10;203911;Копейск;mobile;Direct;;Аудиотехника;5;0;0;;0
5039662;2024-05-06 13:04:52;207284;Челябинск;mobile;Yandex Ads;YA_BRAND;Смартфоны;2;0;0;;0
5039663;2024-05-06 14:14:21;204486;Уфа;mobile;Direct;;Смартфоны;5;0;0;;0
5039664;2024-05-06 11:21:24;209003;Самара;desktop;Telegram;TG_LOCAL;Компьютеры и планшеты;10;0;0;;0
5039665;2024-05-06 10:20:30;203398;Самара;desktop;Email;;Смартфоны;4;1;0;;0
5039666;2024-05-06 21:31:26;;Челябинск;mobile;Direct;;Смартфоны;1;0;0;;0
5039667;2024-05-06 22:28:38;201045;Челябинск;mobile;Telegram;TG_LOCAL;Аудиотехника;1;0;0;;0
5039668;2024-05-06 16:57:51;208662;Челябинск;desktop;Telegram;TG_LOCAL;Товары для дома и офиса;3;0;0;;0
5039669;2024-05-06 13:54:42;205785;Златоуст;mobile;Organic;;Товары для дома и офиса;5;0;0;;0
5039670;2024-05-06 15:26:48;209182;Миасс;desktop;VK Ads;VK_RETARGET;Смартфоны;3;0;0;;0
5039671;2024-05-06 17:54:01;202056;Тюмень;desktop;Telegram;TG_LOCAL;Аксессуары;4;0;0;;0
5039672;2024-05-06 13:20:38;;Сургут;mobile;Telegram;TG_LOCAL;Аксессуары;4;0;0;;0
5039673;2024-05-06 19:31:52;203345;Челябинск;tablet;Telegram;TG_LOCAL;Аудиотехника;3;0;0;;0
5039674;2024-05-06 17:16:02;209052;Тюмень;mobile;Telegram;TG_LOCAL;Аудиотехника;5;0;0;;0
5039675;2024-05-06 22:50:36;204104;Челябинск;desktop;Direct;;Аксессуары;3;0;0;;0
5039676;2024-05-06 12:52:24;205894;Самара;desktop;Yandex Ads;YA_GENERIC;Аудиотехника;5;0;0;;0
5039677;2024-05-06 18:55:46;207149;Челябинск;desktop;Organic;;Аксессуары;2;0;0;;0
5039678;2024-05-06 20:23:01;206455;Тюмень;mobile;Organic;;Смартфоны;6;0;0;;0
5039679;2024-05-06 22:25:58;;Челябинск;mobile;Yandex Ads;YA_BRAND;Смартфоны;1;0;0;;0
5039680;2024-05-06 16:16:08;209852;Москва;mobile;Organic;;Телевизоры и игровые приставки;5;0;0;;0
5039681;2024-05-06 14:02:21;203329;Уфа;mobile;Yandex Ads;YA_BRAND;Компьютеры и планшеты;6;0;0;;0
5039682;2024-05-06 19:28:39;206260;Челябинск;mobile;Direct;;Аксессуары;3;1;1;702786;1
5039683;2024-05-06 20:39:55;208770;Миасс;mobile;Organic;;Смартфоны;6;0;0;;0
5039684;2024-05-06 15:07:58;203752;Санкт-Петербург;mobile;VK Ads;VK_RETARGET;Аудиотехника;5;0;0;;0
5039685;2024-05-06 11:05:04;200393;Казань;desktop;Referral;;Аксессуары;2;0;0;;0
5039686;2024-05-06 11:15:35;208253;Челябинск;mobile;Direct;;Аксессуары;3;0;0;;0
5039687;2024-05-06 15:14:02;206503;Курган;mobile;Organic;;Товары для дома и офиса;5;1;1;702787;1
5039688;2024-05-06 20:56:14;202169;Челябинск;mobile;Referral;;Смартфоны;3;1;1;702788;1
5039689;2024-05-06 13:11:27;202904;Оренбург;mobile;Direct;;Телевизоры и игровые приставки;3;0;0;;0
5039690;2024-05-06 22:48:08;;Екатеринбург;desktop;Yandex Ads;YA_GENERIC;Смарт-часы и браслеты;4;0;0;;0
5039691;2024-05-06 18:39:52;205246;Курган;mobile;Yandex Ads;YA_GENERIC;Аксессуары;1;0;0;;0
5039692;2024-05-06 17:33:10;204696;Москва;mobile;Yandex Ads;YA_GENERIC;Товары для дома и офиса;1;1;0;;0
5039693;2024-05-06 22:10:49;207949;Челябинск;mobile;Organic;;Аксессуары;1;0;0;;0
5039694;2024-05-06 10:35:07;202220;Челябинск;mobile;Direct;;Компьютеры и планшеты;8;0;0;;0
5039695;2024-05-06 18:46:24;206590;Москва;desktop;Email;;Аксессуары;6;0;0;;0
5039696;2024-05-06 14:55:09;;Челябинск;mobile;Organic;;Компьютеры и планшеты;1;0;0;;0
5039697;2024-05-06 10:02:58;204582;Казань;mobile;Yandex Ads;YA_GENERIC;Смартфоны;2;0;0;;0
5039698;2024-05-06 18:04:31;;Челябинск;desktop;Yandex Ads;YA_GENERIC;Смарт-часы и браслеты;8;1;1;;0
5039699;2024-05-06 19:16:45;;Челябинск;mobile;Organic;;Смарт-часы и браслеты;4;0;0;;0
5039700;2024-05-06 13:05:15;;Тюмень;mobile;Organic;;Аксессуары;7;0;0;;0
5039701;2024-05-06 22:19:32;201926;Челябинск;tablet;VK Ads;VK_RETARGET;Аксессуары;4;0;0;;0
5039702;2024-05-06 22:35:03;207721;Челябинск;mobile;Yandex Ads;YA_BRAND;Телевизоры и игровые приставки;2;0;0;;0
5039703;2024-05-06 08:04:52;203106;Копейск;mobile;Yandex Ads;YA_BRAND;Аксессуары;3;0;0;;0
5039704;2024-05-06 12:11:13;207653;Челябинск;desktop;Organic;;Аксессуары;2;1;1;702789;1
5039705;2024-05-06 22:34:35;203188;Курган;mobile;Yandex Ads;YA_BRAND;Аудиотехника;5;0;0;;0
5039706;2024-05-06 12:44:12;;Казань;desktop;Yandex Ads;YA_BRAND;Аксессуары;5;0;0;;0
5039707;2024-05-06 14:26:26;204581;Екатеринбург;mobile;Organic;;Смартфоны;6;0;0;;0
5039708;2024-05-06 19:54:45;204516;Ижевск;mobile;Organic;;Аксессуары;3;0;0;;0
5039709;2024-05-06 13:59:15;203036;Челябинск;desktop;Organic;;Смарт-часы и браслеты;5;0;0;;0
5039710;2024-05-06 15:19:34;207018;Пермь;tablet;Organic;;Компьютеры и планшеты;4;0;0;;0
5039711;2024-05-06 18:23:19;208166;Екатеринбург;mobile;Direct;;Смарт-часы и браслеты;1;1;1;702790;1
5039712;2024-05-06 08:37:21;201036;Миасс;mobile;Organic;;Аудиотехника;5;0;0;;0
5039713;2024-05-06 20:57:47;200384;Екатеринбург;desktop;Email;;Смартфоны;3;0;0;;0
5039714;2024-05-06 11:58:15;204813;Пермь;mobile;Yandex Ads;YA_BRAND;Аудиотехника;5;0;0;;0
5039715;2024-05-06 18:52:06;202601;Челябинск;mobile;Direct;;Смартфоны;3;1;1;702791;1
5039716;2024-05-06 13:01:05;209305;Миасс;mobile;Organic;;Смарт-часы и браслеты;5;0;0;;0
5039717;2024-05-06 13:51:37;207700;Москва;mobile;Direct;;Аксессуары;4;0;0;;0
5039718;2024-05-06 22:55:52;205752;Тюмень;desktop;Referral;;Смартфоны;5;0;0;;0
5039719;2024-05-06 12:11:18;205931;Москва;desktop;Direct;;Компьютеры и планшеты;2;0;0;;0
5039720;2024-05-06 22:04:02;205385;Москва;desktop;Organic;;Товары для дома и офиса;4;1;0;;0
5039721;2024-05-06 14:51:14;201729;Копейск;desktop;Telegram;TG_LOCAL;Смарт-часы и браслеты;3;0;0;;0
5039722;2024-05-06 21:25:10;203162;Новосибирск;desktop;VK Ads;VK_RETARGET;Аксессуары;3;0;0;;0
5039723;2024-05-06 18:39:26;208817;Златоуст;desktop;Referral;;Смартфоны;3;0;0;;0
5039724;2024-05-06 23:31:09;203173;Казань;mobile;Direct;;Аудиотехника;4;0;0;;0
5039725;2024-05-06 18:06:41;204602;Златоуст;desktop;Yandex Ads;YA_GENERIC;Аксессуары;3;0;0;;0
5039726;2024-05-07 19:38:39;209259;Самара;desktop;Referral;;Аудиотехника;4;1;0;;0
5039727;2024-05-07 14:02:03;;Тюмень;desktop;Referral;;Смартфоны;5;0;0;;0
5039728;2024-05-07 21:26:50;202497;Уфа;mobile;Yandex Ads;YA_GENERIC;Аксессуары;3;0;0;;0
5039729;2024-05-07 14:04:59;207977;Москва;desktop;Email;;Товары для дома и офиса;5;1;1;702792;1
5039730;2024-05-07 13:15:04;;Тюмень;mobile;Direct;;Компьютеры и планшеты;2;0;0;;0
5039731;2024-05-07 11:39:59;207895;Екатеринбург;desktop;Yandex Ads;YA_BRAND;Аксессуары;6;0;0;;0
5039732;2024-05-07 08:17:15;208349;Пермь;mobile;VK Ads;VK_RETARGET;Товары для дома и офиса;3;0;0;;0
5039733;2024-05-07 08:37:06;201459;Казань;mobile;Referral;;Аудиотехника;3;0;0;;0
5039734;2024-05-07 20:07:43;208239;Казань;mobile;Direct;;Аудиотехника;8;0;0;;0
5039735;2024-05-07 12:12:45;208687;Курган;desktop;Organic;;Смарт-часы и браслеты;5;0;0;;0
5039736;2024-05-07 10:41:01;201737;Магнитогорск;mobile;Organic;;Аксессуары;8;0;0;;0
5039737;2024-05-07 15:34:24;206179;Курган;tablet;Yandex Ads;YA_BRAND;Аксессуары;3;0;0;;0
5039738;2024-05-07 19:32:09;;Курган;mobile;Organic;;Товары для дома и офиса;5;0;0;;0
5039739;2024-05-07 19:59:38;205727;Магнитогорск;desktop;Organic;;Товары для дома и офиса;3;0;0;;0
5039740;2024-05-07 23:16:23;;Тюмень;mobile;VK Ads;VK_RETARGET;Телевизоры и игровые приставки;2;0;0;;0
5039741;2024-05-07 12:08:08;208925;Екатеринбург;tablet;Email;;Смарт-часы и браслеты;3;0;0;;0
5039742;2024-05-07 21:03:03;207274;Челябинск;mobile;Direct;;Смартфоны;3;0;0;;0
5039743;2024-05-07 12:43:52;201661;Магнитогорск;mobile;Direct;;Смартфоны;3;0;0;;0
5039744;2024-05-07 21:35:56;203189;Магнитогорск;mobile;Yandex Ads;YA_GENERIC;Смарт-часы и браслеты;5;0;0;;0
5039745;2024-05-07 18:00:53;207210;Ижевск;mobile;Organic;;Смартфоны;3;0;0;;0
5039746;2024-05-07 15:25:25;209172;Челябинск;mobile;Yandex Ads;YA_BRAND;Аудиотехника;7;0;0;;0
5039747;2024-05-07 19:40:40;204375;Миасс;mobile;Direct;;Аудиотехника;4;0;0;;0
5039748;2024-05-07 23:22:40;201633;Челябинск;mobile;Organic;;Аудиотехника;4;0;0;;0
5039749;2024-05-07 10:24:00;;Челябинск;desktop;Yandex Ads;YA_BRAND;Компьютеры и планшеты;3;0;0;;0
5039750;2024-05-07 13:41:00;203021;Челябинск;desktop;Organic;;Аксессуары;7;0;0;;0
5039751;2024-05-07 15:34:40;206792;Тюмень;mobile;Telegram;TG_LOCAL;Аксессуары;1;0;0;;0
5039752;2024-05-07 20:29:13;200799;Нижневартовск;mobile;Yandex Ads;YA_BRAND;Аксессуары;3;0;0;;0
5039753;2024-05-07 12:08:14;;Челябинск;mobile;Yandex Ads;YA_GENERIC;Аксессуары;1;0;0;;0
5039754;2024-05-07 14:26:40;207741;Челябинск;mobile;Organic;;Компьютеры и планшеты;5;0;0;;0
5039755;2024-05-07 08:33:51;;Челябинск;mobile;Telegram;TG_LOCAL;Смарт-часы и браслеты;6;0;0;;0
5039756;2024-05-07 16:09:34;208321;Челябинск;mobile;Organic;;Товары для дома и офиса;3;0;0;;0
5039757;2024-05-07 18:16:32;205896;Миасс;mobile;Direct;;Смартфоны;8;0;0;;0
5039758;2024-05-07 22:07:42;206245;Самара;mobile;Organic;;Аксессуары;4;1;0;;0
5039759;2024-05-07 18:05:59;209863;Нижневартовск;mobile;VK Ads;VK_RETARGET;Компьютеры и планшеты;2;0;0;;0
5039760;2024-05-07 17:10:10;;Златоуст;mobile;Direct;;Смартфоны;5;0;0;;0
5039761;2024-05-07 19:21:35;201024;Сургут;mobile;Direct;;Компьютеры и планшеты;1;0;0;;0
5039762;2024-05-07 11:58:16;207957;Казань;desktop;Email;;Телевизоры и игровые приставки;3;0;0;;0
5039763;2024-05-07 17:48:26;204196;Пермь;mobile;Organic;;Аксессуары;4;0;0;;0
5039764;2024-05-07 17:59:33;;Уфа;desktop;Yandex Ads;YA_GENERIC;Смартфоны;3;0;0;;0
5039765;2024-05-07 18:12:55;207195;Челябинск;mobile;Direct;;Компьютеры и планшеты;5;1;0;;0
5039766;2024-05-07 20:59:18;201552;Челябинск;mobile;Yandex Ads;YA_BRAND;Аудиотехника;4;0;0;;0
5039767;2024-05-07 20:59:47;206070;Челябинск;tablet;Yandex Ads;YA_GENERIC;Смартфоны;4;0;0;;0
5039768;2024-05-07 14:25:49;;Челябинск;mobile;Direct;;Товары для дома и офиса;5;0;0;;0
5039769;2024-05-07 13:58:09;205841;Миасс;desktop;Organic;;Аксессуары;5;0;0;;0
5039770;2024-05-07 19:08:36;;Казань;desktop;VK Ads;VK_RETARGET;Аксессуары;1;0;0;;0
5039771;2024-05-07 21:08:17;;Магнитогорск;mobile;Referral;;Аксессуары;9;0;0;;0
5039772;2024-05-07 20:54:29;201150;Челябинск;mobile;Direct;;Компьютеры и планшеты;7;0;0;;0
5039773;2024-05-07 22:34:06;209269;Пермь;mobile;Organic;;Компьютеры и планшеты;2;1;1;702793;1
5039774;2024-05-07 16:17:16;;Копейск;mobile;Yandex Ads;YA_BRAND;Смартфоны;4;0;0;;0
5039775;2024-05-07 08:55:57;205244;Сургут;desktop;Yandex Ads;YA_GENERIC;Смартфоны;1;0;0;;0
5039776;2024-05-07 12:34:43;202844;Уфа;desktop;Organic;;Смартфоны;4;0;0;;0
5039777;2024-05-07 21:01:46;200329;Екатеринбург;desktop;Yandex Ads;YA_GENERIC;Товары для дома и офиса;3;0;0;;0
5039778;2024-05-07 16:30:49;;Москва;tablet;Yandex Ads;YA_BRAND;Смартфоны;4;1;1;702794;1
5039779;2024-05-07 21:38:15;208821;Москва;mobile;Direct;;Смарт-часы и браслеты;6;1;0;;0
5039780;2024-05-07 15:08:03;;Тюмень;mobile;Email;;Компьютеры и планшеты;4;0;0;;0
5039781;2024-05-07 14:20:25;202975;Пермь;desktop;Organic;;Смартфоны;5;0;0;;0
5039782;2024-05-07 20:30:17;202437;Челябинск;mobile;Telegram;TG_LOCAL;Аксессуары;3;0;0;;0
5039783;2024-05-07 22:54:37;206150;Магнитогорск;mobile;Yandex Ads;YA_GENERIC;Аксессуары;4;0;0;;0
5039784;2024-05-07 16:08:16;;Пермь;mobile;Organic;;Смартфоны;6;0;0;;0
5039785;2024-05-07 18:35:14;208015;Миасс;mobile;Yandex Ads;YA_GENERIC;Смартфоны;4;0;0;;0
5039786;2024-05-07 16:14:12;203116;Новосибирск;mobile;Organic;;Аксессуары;4;0;0;;0
5039787;2024-05-07 13:03:23;205727;Магнитогорск;mobile;Yandex Ads;YA_BRAND;Компьютеры и планшеты;4;1;0;;0
5039788;2024-05-07 22:01:02;209287;Копейск;mobile;Direct;;Телевизоры и игровые приставки;8;0;0;;0
5039789;2024-05-07 19:36:26;203001;Москва;mobile;Yandex Ads;YA_GENERIC;Телевизоры и игровые приставки;5;0;0;;0
5039790;2024-05-07 15:19:56;209740;Москва;mobile;Yandex Ads;YA_GENERIC;Смартфоны;4;0;0;;0
5039791;2024-05-07 14:39:11;209535;Магнитогорск;mobile;Telegram;TG_LOCAL;Смартфоны;2;1;1;702795;1
5039792;2024-05-07 17:41:17;208961;Копейск;mobile;Direct;;Аксессуары;4;0;0;;0
5039793;2024-05-07 16:21:37;202952;Миасс;tablet;Direct;;Смартфоны;5;0;0;;0
5039794;2024-05-07 22:30:00;207402;Копейск;desktop;Yandex Ads;YA_BRAND;Товары для дома и офиса;3;0;0;;0
5039795;2024-05-07 13:45:53;;Москва;desktop;Direct;;Аксессуары;2;0;0;;0
5039796;2024-05-07 14:36:35;204790;Москва;mobile;Organic;;Компьютеры и планшеты;4;0;0;;0
5039797;2024-05-07 14:46:51;;Екатеринбург;mobile;Organic;;Компьютеры и планшеты;6;0;0;;0
5039798;2024-05-07 19:26:11;206723;Уфа;mobile;Telegram;TG_LOCAL;Аксессуары;5;0;0;;0
5039799;2024-05-07 16:31:33;202141;Екатеринбург;desktop;Organic;;Смартфоны;4;0;0;;0
5039800;2024-05-07 10:33:43;200374;Челябинск;mobile;VK Ads;VK_RETARGET;Аксессуары;6;0;0;;0
5039801;2024-05-07 23:24:30;203994;Сургут;mobile;Direct;;Аксессуары;4;1;1;702796;1
5039802;2024-05-07 08:47:56;;Челябинск;desktop;Organic;;Товары для дома и офиса;1;0;0;;0
5039803;2024-05-07 18:20:42;207781;Златоуст;mobile;Yandex Ads;YA_GENERIC;Аксессуары;4;0;0;;0
5039804;2024-05-07 19:58:42;204140;Москва;mobile;Direct;;Аксессуары;6;0;0;;0
5039805;2024-05-07 12:05:03;205187;Челябинск;mobile;Organic;;Товары для дома и офиса;5;0;0;;0
5039806;2024-05-07 21:52:10;200707;Челябинск;desktop;VK Ads;VK_RETARGET;Аксессуары;3;0;0;;0
5039807;2024-05-07 12:05:00;204711;Челябинск;mobile;Direct;;Телевизоры и игровые приставки;2;0;0;;0
5039808;2024-05-07 15:30:33;201718;Уфа;desktop;Yandex Ads;YA_GENERIC;Товары для дома и офиса;7;1;1;702797;1
5039809;2024-05-07 20:21:44;205297;Миасс;mobile;Yandex Ads;YA_GENERIC;Компьютеры и планшеты;4;0;0;;0
5039810;2024-05-07 23:22:26;207168;Челябинск;mobile;Organic;;Смартфоны;3;0;0;;0
5039811;2024-05-07 11:05:08;207386;Челябинск;mobile;Organic;;Аксессуары;5;0;0;;0
5039812;2024-05-07 15:23:54;209627;Магнитогорск;desktop;Organic;;Товары для дома и офиса;5;0;0;;0
5039813;2024-05-07 08:23:49;;Москва;mobile;Organic;;Аудиотехника;4;0;0;;0
5039814;2024-05-07 13:03:09;201555;Копейск;mobile;Direct;;Смартфоны;5;0;0;;0
5039815;2024-05-07 21:40:39;208101;Копейск;mobile;Yandex Ads;YA_BRAND;Смартфоны;8;0;0;;0
5039816;2024-05-07 20:26:52;209232;Курган;desktop;Direct;;Аксессуары;5;0;0;;0
5039817;2024-05-07 11:14:12;200956;Челябинск;tablet;Direct;;Товары для дома и офиса;4;0;0;;0
5039818;2024-05-07 11:32:02;202867;Челябинск;mobile;Direct;;Компьютеры и планшеты;7;0;0;;0
5039819;2024-05-07 11:50:17;206418;Уфа;mobile;Referral;;Аксессуары;7;0;0;;0
5039820;2024-05-07 17:41:13;209867;Самара;tablet;Organic;;Товары для дома и офиса;3;0;0;;0
5039821;2024-05-07 18:59:41;204790;Москва;desktop;Yandex Ads;YA_GENERIC;Смарт-часы и браслеты;2;1;0;;0
5039822;2024-05-07 13:02:04;201640;Челябинск;mobile;Direct;;Смартфоны;1;0;0;;0
5039823;2024-05-07 17:47:13;200070;Москва;mobile;Referral;;Смартфоны;5;0;0;;0
5039824;2024-05-07 12:14:35;;Челябинск;desktop;Organic;;Компьютеры и планшеты;3;0;0;;0
5039825;2024-05-07 18:54:41;200316;Казань;mobile;Organic;;Смартфоны;2;0;0;;0
5039826;2024-05-07 20:11:27;;Ижевск;desktop;Yandex Ads;YA_GENERIC;Компьютеры и планшеты;2;0;0;;0
5039827;2024-05-07 11:39:54;204330;Казань;desktop;Organic;;Аксессуары;6;0;0;;0
5039828;2024-05-07 23:45:00;202567;Челябинск;mobile;Yandex Ads;YA_BRAND;Аксессуары;3;0;0;;0
5039829;2024-05-07 20:32:07;;Челябинск;tablet;Direct;;Смартфоны;4;0;0;;0
5039830;2024-05-07 10:26:03;209009;Челябинск;tablet;Yandex Ads;YA_GENERIC;Аудиотехника;6;0;0;;0
5039831;2024-05-07 11:19:05;200191;Копейск;mobile;Yandex Ads;YA_GENERIC;Компьютеры и планшеты;9;0;0;;0
5039832;2024-05-07 16:25:56;201211;Челябинск;mobile;Organic;;Аксессуары;1;0;0;;0
5039833;2024-05-07 20:19:48;204420;Екатеринбург;mobile;Email;;Компьютеры и планшеты;1;0;0;;0
5039834;2024-05-07 18:40:20;204104;Челябинск;desktop;Direct;;Аксессуары;3;0;0;;0
5039835;2024-05-07 18:53:27;206228;Челябинск;desktop;Direct;;Смартфоны;1;0;0;;0
5039836;2024-05-07 22:13:00;;Челябинск;mobile;Organic;;Компьютеры и планшеты;2;0;0;;0
5039837;2024-05-07 12:46:22;209842;Тюмень;tablet;Organic;;Компьютеры и планшеты;4;1;1;702798;1
5039838;2024-05-07 20:39:09;203608;Москва;mobile;Direct;;Аксессуары;4;0;0;;0
5039839;2024-05-07 13:56:41;204916;Магнитогорск;tablet;Direct;;Компьютеры и планшеты;2;0;0;;0
5039840;2024-05-07 10:21:17;207041;Самара;mobile;Direct;;Смартфоны;1;0;0;;0
5039841;2024-05-07 09:19:25;203048;Магнитогорск;mobile;Direct;;Смартфоны;6;0;0;;0
5039842;2024-05-07 18:57:28;209580;Копейск;mobile;Email;;Смартфоны;3;0;0;;0
5039843;2024-05-07 14:54:53;203745;Челябинск;mobile;Organic;;Аудиотехника;5;0;0;;0
5039844;2024-05-07 16:46:18;209842;Тюмень;mobile;Telegram;TG_LOCAL;Аксессуары;3;1;1;702799;1
5039845;2024-05-07 13:47:51;;Челябинск;mobile;Yandex Ads;YA_BRAND;Аудиотехника;2;0;0;;0
5039846;2024-05-07 21:15:27;;Тюмень;mobile;Organic;;Аксессуары;5;1;1;702800;1
5039847;2024-05-07 19:55:00;209016;Челябинск;tablet;Yandex Ads;YA_GENERIC;Смарт-часы и браслеты;1;0;0;;0
5039848;2024-05-07 23:53:45;208670;Магнитогорск;mobile;Organic;;Компьютеры и планшеты;4;0;0;;0
5039849;2024-05-07 22:47:26;208901;Миасс;desktop;VK Ads;VK_RETARGET;Аудиотехника;1;0;0;;0
5039850;2024-05-07 15:33:15;200839;Копейск;mobile;Yandex Ads;YA_GENERIC;Смартфоны;5;0;0;;0
5039851;2024-05-07 22:48:59;;Санкт-Петербург;mobile;Telegram;TG_LOCAL;Аксессуары;4;0;0;;0
5039852;2024-05-07 13:42:25;;Екатеринбург;mobile;Direct;;Аксессуары;2;0;0;;0
5039853;2024-05-07 17:58:31;;Златоуст;mobile;VK Ads;VK_RETARGET;Смартфоны;7;0;0;;0
5039854;2024-05-07 10:25:15;207697;Магнитогорск;mobile;Yandex Ads;YA_BRAND;Смартфоны;4;0;0;;0
5039855;2024-05-07 15:19:44;203146;Челябинск;desktop;Organic;;Аксессуары;1;0;0;;0
5039856;2024-05-07 19:41:30;201027;Москва;tablet;Direct;;Аксессуары;3;0;0;;0
5039857;2024-05-07 19:11:04;207387;Челябинск;desktop;Organic;;Товары для дома и офиса;8;0;0;;0
5039858;2024-05-07 14:04:03;;Миасс;mobile;Direct;;Смартфоны;4;1;0;;0
5039859;2024-05-07 16:56:20;;Копейск;mobile;Yandex Ads;YA_GENERIC;Компьютеры и планшеты;4;0;0;;0
5039860;2024-05-07 20:31:03;205199;Златоуст;desktop;Organic;;Аксессуары;3;0;0;;0
5039861;2024-05-07 09:15:39;201056;Екатеринбург;mobile;Organic;;Смартфоны;6;0;0;;0
5039862;2024-05-07 17:10:58;200904;Челябинск;mobile;Referral;;Смартфоны;6;0;0;;0
5039863;2024-05-07 09:58:16;202517;Челябинск;mobile;Organic;;Смарт-часы и браслеты;3;0;0;;0
5039864;2024-05-07 13:36:21;;Тюмень;mobile;Yandex Ads;YA_GENERIC;Телевизоры и игровые приставки;2;0;0;;0
5039865;2024-05-07 17:55:49;207933;Челябинск;mobile;VK Ads;VK_RETARGET;Аксессуары;5;0;0;;0
5039866;2024-05-07 19:35:59;201928;Магнитогорск;mobile;Organic;;Аксессуары;3;1;0;;0
5039867;2024-05-07 11:23:59;203673;Казань;tablet;Organic;;Смартфоны;5;0;0;;0
5039868;2024-05-07 19:22:10;203793;Челябинск;desktop;Organic;;Аксессуары;5;0;0;;0
5039869;2024-05-07 15:46:11;202424;Оренбург;mobile;Yandex Ads;YA_GENERIC;Компьютеры и планшеты;2;0;0;;0
5039870;2024-05-07 11:23:30;205513;Миасс;mobile;VK Ads;VK_RETARGET;Аудиотехника;5;0;0;;0
5039871;2024-05-07 23:53:01;203634;Златоуст;mobile;Direct;;Аудиотехника;4;0;0;;0
5039872;2024-05-07 10:09:38;203340;Челябинск;desktop;Yandex Ads;YA_BRAND;Аксессуары;4;0;0;;0
5039873;2024-05-07 09:14:21;209384;Челябинск;mobile;VK Ads;VK_RETARGET;Товары для дома и офиса;2;0;0;;0
5039874;2024-05-07 15:19:53;203008;Копейск;desktop;Yandex Ads;YA_GENERIC;Смартфоны;3;0;0;;0
